distribucion,representacion,padding_aplicado,forma_original,forma_ujanet,filas_cero_anadidas,columnas_cero_anadidas
15-8,DeepONMF_W,False,126x8,126x8,0,0
15-8,DeepONMF_H2,False,8x212,8x212,0,0
