indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h
0,26-18-12-8,4,0.3696543150189269,8x212,0.06406199999037199,26,0.03774358023112246,0.3896674964075574,18,0.21276062360018624,0.13343579106158637,12,0.33101123267316895,0.10395720744251773,8,0.40368699504430594,0.11015833307156626
1,26-18-12-8,4,0.3846870626097384,8x212,0.05486070000915788,26,0.037834390400833445,0.41935676013829504,18,0.2384309162021387,0.16920551633870304,12,0.40131950264218486,0.12683695955700763,8,0.4235615331443781,0.1251571165615768
2,26-18-12-8,4,0.37679646047510523,8x212,0.06297990001621656,26,0.04006817084092421,0.3498466783821611,18,0.1935338060764107,0.14626733068141845,12,0.32421779179448196,0.10389211395702076,8,0.39127621211286995,0.07957049936322307
3,26-18-12-8,4,0.39197580508117785,8x212,0.051599200000055134,26,0.03574580819622372,0.4030226812340605,18,0.2138639412765578,0.13411535629129304,12,0.3319650068755803,0.10864521494178705,8,0.4319114749313648,0.09411542891741778
4,26-18-12-8,4,0.37582331233962013,8x212,0.06478539999807253,26,0.03733103241912119,0.4112257210986807,18,0.20253573579056508,0.14232831208108168,12,0.344424442388095,0.10170827721286506,8,0.41701630647336646,0.10086462523482446
5,26-18-12-8,4,0.35745345957040936,8x212,0.05752230001962744,26,0.031929183420223,0.42339367209474144,18,0.23190115919775062,0.1623865868567747,12,0.3640749604289735,0.1256028676971264,8,0.447809983234913,0.12642988370843342
6,26-18-12-8,4,0.3670514827956578,8x212,0.04902489998494275,26,0.038072464130301145,0.4237664194051761,18,0.2142968068531192,0.1569067754657174,12,0.39835398914841175,0.10854000502854327,8,0.4639016174958319,0.1163374176044836
7,26-18-12-8,4,0.3914453092528324,8x212,0.06198250001762062,26,0.04092401304466842,0.44079116476139996,18,0.22455159960504376,0.15932441420664573,12,0.3266443176973094,0.14103841085329202,8,0.4491450003445775,0.115621642100545
8,26-18-12-8,4,0.40005151657151206,8x212,0.07294629997340962,26,0.037233928690004026,0.3929570082846828,18,0.22125384054044692,0.10772278120136723,12,0.37634472242862155,0.10606012782397406,8,0.4509878503598354,0.10491666049356065
9,26-18-12-8,4,0.3770879504117632,8x212,0.06718329997966066,26,0.036564788981285866,0.3898314278900956,18,0.193800198956262,0.1454125294646286,12,0.2904452010469889,0.101114206698828,8,0.33981331429177797,0.0748885983034769
