,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,0,0,2,3
real_AS,0,20,15,5,0
real_MR,2,7,26,1,4
real_MS,6,5,1,21,7
real_MVP,6,4,4,5,21
