indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,11-5-3,3,0.32147957193341864,126x3,3x212,11,0.058814440338976696,0.35835554458388713,0.008149599998432677,5,0.2840281502320963,0.20543686667995203,0.0035146000009262934,3,0.40252522653610595,0.14499626784201966,0.0025158999997074716
1,N,New_N_002.wav,11-5-3,3,0.26713408577403575,126x3,3x212,11,0.05511656083763018,0.346471296916373,0.008292000005894806,5,0.3344623116698391,0.24453668936195694,0.002963799997814931,3,0.47139784561960874,0.2618801141135197,0.0024458999978378415
2,N,New_N_003.wav,11-5-3,3,0.3411087850218073,126x3,3x212,11,0.05935102610342407,0.35054626202344685,0.008264699994469993,5,0.29620581494895404,0.17435909400676294,0.0032777000014903024,3,0.4437292354316097,0.1446198780121343,0.0024761000022408552
3,N,New_N_004.wav,11-5-3,3,0.3086940780496163,126x3,3x212,11,0.06601719828271911,0.3324752521831376,0.00848509999923408,5,0.3528875531522333,0.20987225550870042,0.002850700002454687,3,0.37979548771190236,0.19843546405612633,0.0030589999951189384
4,N,New_N_005.wav,11-5-3,3,0.2546859122824179,126x3,3x212,11,0.06169464118017836,0.30814983356718795,0.008307399999466725,5,0.3244460288649836,0.21545016235912312,0.004189699997368734,3,0.4193099800991663,0.2516567762068094,0.002843800000846386
5,N,New_N_006.wav,11-5-3,3,0.2933535189866091,126x3,3x212,11,0.06353993454290605,0.3515717586203414,0.011516800004756078,5,0.3434908190863527,0.24653216344768217,0.004163400000834372,3,0.441390962659818,0.22680028014737305,0.0035898999994969927
6,N,New_N_007.wav,11-5-3,3,0.2268858965461111,126x3,3x212,11,0.06331330490873248,0.36274054306107983,0.00848000000405591,5,0.3735893322982604,0.2387953318349838,0.0027449999979580753,3,0.4620713776223965,0.26870969860387883,0.0023842000009608455
7,N,New_N_008.wav,11-5-3,3,0.3107364473402555,126x3,3x212,11,0.06011235917900362,0.34019569103219977,0.00822110000444809,5,0.3883150766195571,0.20856569251585264,0.0031641000023228116,3,0.44264254371184353,0.2481310833972128,0.0024179999963962473
8,N,New_N_009.wav,11-5-3,3,0.2738584318381922,126x3,3x212,11,0.06076280029797602,0.35138320152979463,0.007251100003486499,5,0.24453762414470032,0.23113417923568358,0.004244299998390488,3,0.3709540686505243,0.21480241726947955,0.0021176000009290874
9,N,New_N_010.wav,11-5-3,3,0.37423947130407414,126x3,3x212,11,0.06325413130090514,0.376222309010807,0.007064599994919263,5,0.27420633993234184,0.20246836431111684,0.002692000001843553,3,0.4251419168482318,0.18464678524688108,0.0022184999979799613
10,N,New_N_011.wav,11-5-3,3,0.37039467795880665,126x3,3x212,11,0.06831983698377797,0.35303366679903087,0.00749540000106208,5,0.3775870366909828,0.15968475863426715,0.0023771000051056035,3,0.5034919858335841,0.15367542461210124,0.0024192000055336393
