indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_5db,N,New_N_001.wav,10,DeepONMF_H1,1,0.21977771000062754,10x212,0.0076969999354332685,10,0.21977771000062754,0.3268230581488678,0.007013999973423779
1,SNR_5db,N,New_N_002.wav,10,DeepONMF_H1,1,0.21677174569572524,10x212,0.007090499973855913,10,0.21677174569572524,0.27070481965219195,0.006398799945600331
2,SNR_5db,N,New_N_003.wav,10,DeepONMF_H1,1,0.21752206097472773,10x212,0.0077405000338330865,10,0.21752206097472773,0.29278447455598877,0.007088800077326596
3,SNR_5db,N,New_N_004.wav,10,DeepONMF_H1,1,0.22142217362080285,10x212,0.006897699902765453,10,0.22142217362080285,0.2942300878259582,0.006369799957610667
4,SNR_5db,N,New_N_005.wav,10,DeepONMF_H1,1,0.21846119685601095,10x212,0.007591300061903894,10,0.21846119685601095,0.29629921037564133,0.006801599985919893
5,SNR_5db,N,New_N_006.wav,10,DeepONMF_H1,1,0.22381430390804674,10x212,0.006949699949473143,10,0.22381430390804674,0.2984647953191643,0.00626269995700568
6,SNR_5db,N,New_N_007.wav,10,DeepONMF_H1,1,0.22051323520414953,10x212,0.007373900036327541,10,0.22051323520414953,0.2628492424988546,0.00677089998498559
7,SNR_5db,N,New_N_008.wav,10,DeepONMF_H1,1,0.21939508605313512,10x212,0.006848399993032217,10,0.21939508605313512,0.2577255538347004,0.006204100092872977
8,SNR_5db,N,New_N_009.wav,10,DeepONMF_H1,1,0.2196377298314632,10x212,0.009402399999089539,10,0.21963772983146315,0.27618215445269734,0.008765499922446907
9,SNR_5db,N,New_N_010.wav,10,DeepONMF_H1,1,0.21880381836780521,10x212,0.007132300059311092,10,0.21880381836780521,0.24226940065677086,0.006378599908202887
10,SNR_5db,N,New_N_011.wav,10,DeepONMF_H1,1,0.2214421000389654,10x212,0.007558500044979155,10,0.2214421000389654,0.32776815075955185,0.006514800013974309
11,SNR_5db,N,New_N_012.wav,10,DeepONMF_H1,1,0.22375315650802724,10x212,0.007116699940524995,10,0.22375315650802724,0.2269501375145438,0.006522699957713485
12,SNR_5db,N,New_N_013.wav,10,DeepONMF_H1,1,0.21763494456876492,10x212,0.006723099970258772,10,0.21763494456876492,0.2655880672090477,0.00618259992916137
13,SNR_5db,N,New_N_014.wav,10,DeepONMF_H1,1,0.22163801766249838,10x212,0.00767019996419549,10,0.22163801766249838,0.27209888184536185,0.007033900008536875
14,SNR_5db,N,New_N_015.wav,10,DeepONMF_H1,1,0.2202821756520601,10x212,0.006964299944229424,10,0.22028217565206012,0.2768245377226018,0.006270900019444525
15,SNR_5db,N,New_N_016.wav,10,DeepONMF_H1,1,0.2189393134780156,10x212,0.007805599947459996,10,0.2189393134780156,0.23542946817540683,0.00710150005761534
16,SNR_5db,N,New_N_017.wav,10,DeepONMF_H1,1,0.22369668246652033,10x212,0.006935099954716861,10,0.22369668246652033,0.2699946185651601,0.0064153000712394714
17,SNR_5db,N,New_N_018.wav,10,DeepONMF_H1,1,0.22729978100843234,10x212,0.007255199947394431,10,0.22729978100843234,0.2638673456947397,0.006571899983100593
18,SNR_5db,N,New_N_019.wav,10,DeepONMF_H1,1,0.2208991259964533,10x212,0.007150299963541329,10,0.2208991259964533,0.2625100554797468,0.006625399924814701
19,SNR_5db,N,New_N_020.wav,10,DeepONMF_H1,1,0.22139116854429639,10x212,0.007134999963454902,10,0.22139116854429639,0.30472847386319235,0.006394899915903807
20,SNR_5db,N,New_N_021.wav,10,DeepONMF_H1,1,0.21842972034211397,10x212,0.0075516999932006,10,0.21842972034211391,0.29594110363706894,0.006973800016567111
21,SNR_5db,N,New_N_022.wav,10,DeepONMF_H1,1,0.21923804344710426,10x212,0.007021699915640056,10,0.21923804344710426,0.3360536698669909,0.006363000022247434
22,SNR_5db,N,New_N_023.wav,10,DeepONMF_H1,1,0.2143801549899842,10x212,0.007562099955976009,10,0.2143801549899842,0.295125631328273,0.00698269996792078
23,SNR_5db,N,New_N_024.wav,10,DeepONMF_H1,1,0.21584297023924512,10x212,0.007068999926559627,10,0.21584297023924512,0.2603221394313475,0.006389299989677966
24,SNR_5db,N,New_N_025.wav,10,DeepONMF_H1,1,0.22657270648898176,10x212,0.007297300035133958,10,0.22657270648898173,0.2429493381297593,0.006681700004264712
25,SNR_5db,N,New_N_026.wav,10,DeepONMF_H1,1,0.22720929738699192,10x212,0.00704649998806417,10,0.22720929738699192,0.23293630783323543,0.006464299978688359
26,SNR_5db,N,New_N_027.wav,10,DeepONMF_H1,1,0.22079640430277278,10x212,0.006877899984829128,10,0.22079640430277278,0.2852074001986451,0.006313699996098876
27,SNR_5db,N,New_N_028.wav,10,DeepONMF_H1,1,0.21948407601202727,10x212,0.007653199951164424,10,0.21948407601202727,0.26865635403163035,0.006878899992443621
28,SNR_5db,N,New_N_029.wav,10,DeepONMF_H1,1,0.22327013385758776,10x212,0.0069989999756217,10,0.22327013385758776,0.28472597107248,0.006284900009632111
29,SNR_5db,N,New_N_030.wav,10,DeepONMF_H1,1,0.22006459952814625,10x212,0.007753600017167628,10,0.22006459952814625,0.249611012987069,0.007147200056351721
30,SNR_5db,N,New_N_031.wav,10,DeepONMF_H1,1,0.21524265412674198,10x212,0.007029399974271655,10,0.21524265412674198,0.2934098660470234,0.006465499987825751
31,SNR_5db,N,New_N_032.wav,10,DeepONMF_H1,1,0.2213199926437618,10x212,0.0072978000389412045,10,0.2213199926437618,0.27103182689584393,0.006728800013661385
32,SNR_5db,N,New_N_033.wav,10,DeepONMF_H1,1,0.22306863023180237,10x212,0.00703320000320673,10,0.22306863023180237,0.27547623471793203,0.00648800004273653
33,SNR_5db,N,New_N_034.wav,10,DeepONMF_H1,1,0.22245852903945362,10x212,0.007360199932008982,10,0.22245852903945365,0.31045342673778237,0.006260199937969446
34,SNR_5db,N,New_N_035.wav,10,DeepONMF_H1,1,0.220657924642616,10x212,0.00763899995945394,10,0.220657924642616,0.24272480523725193,0.0069565000012516975
35,SNR_5db,N,New_N_036.wav,10,DeepONMF_H1,1,0.21852134799270798,10x212,0.006713800015859306,10,0.21852134799270798,0.2318382470289511,0.006247800076380372
36,SNR_5db,N,New_N_037.wav,10,DeepONMF_H1,1,0.1638775601317592,10x212,0.007712500053457916,10,0.1638775601317592,0.2524385700668793,0.007132800063118339
37,SNR_5db,N,New_N_038.wav,10,DeepONMF_H1,1,0.22172900745766727,10x212,0.00704199995379895,10,0.22172900745766727,0.24786507337916244,0.006303199916146696
38,SNR_5db,N,New_N_039.wav,10,DeepONMF_H1,1,0.22369620372020085,10x212,0.007880600052885711,10,0.22369620372020085,0.27528790112472024,0.0072601999854668975
39,SNR_5db,N,New_N_040.wav,10,DeepONMF_H1,1,0.22075863729911746,10x212,0.0069472999311983585,10,0.22075863729911746,0.23756021859504153,0.006404499989002943
40,SNR_5db,N,New_N_041.wav,10,DeepONMF_H1,1,0.216454756702589,10x212,0.007513200049288571,10,0.216454756702589,0.2945647428458017,0.006694799987599254
41,SNR_5db,N,New_N_042.wav,10,DeepONMF_H1,1,0.22269277824567052,10x212,0.0071628999430686235,10,0.22269277824567052,0.2818137808939141,0.00656210002489388
42,SNR_5db,N,New_N_043.wav,10,DeepONMF_H1,1,0.2163426524412007,10x212,0.006812499952502549,10,0.2163426524412007,0.28326225421036766,0.006191799999214709
43,SNR_5db,N,New_N_044.wav,10,DeepONMF_H1,1,0.21833224428422646,10x212,0.008094599936157465,10,0.21833224428422646,0.2950345588375026,0.007411999977193773
44,SNR_5db,N,New_N_045.wav,10,DeepONMF_H1,1,0.21746595573895663,10x212,0.006966499960981309,10,0.21746595573895663,0.27045129591750644,0.006296199979260564
45,SNR_5db,N,New_N_046.wav,10,DeepONMF_H1,1,0.21850502890552476,10x212,0.00811629998497665,10,0.21850502890552476,0.2721394773022568,0.007433500024490058
46,SNR_5db,N,New_N_047.wav,10,DeepONMF_H1,1,0.21931302981547365,10x212,0.006974399904720485,10,0.21931302981547363,0.2610815802033711,0.006275499938055873
47,SNR_5db,N,New_N_048.wav,10,DeepONMF_H1,1,0.21778473279189953,10x212,0.008287800010293722,10,0.21778473279189953,0.2725202880884914,0.007662200019694865
48,SNR_5db,N,New_N_049.wav,10,DeepONMF_H1,1,0.22079447293032703,10x212,0.006946199922822416,10,0.22079447293032703,0.33515084781739024,0.0062679999973624945
49,SNR_5db,N,New_N_050.wav,10,DeepONMF_H1,1,0.2176472629885772,10x212,0.007187400013208389,10,0.2176472629885772,0.3162042803758689,0.006619899999350309
50,SNR_5db,N,New_N_051.wav,10,DeepONMF_H1,1,0.2180535167591758,10x212,0.006844800082035363,10,0.2180535167591758,0.3140479766278518,0.006302000023424625
51,SNR_5db,N,New_N_052.wav,10,DeepONMF_H1,1,0.21944390446647455,10x212,0.006717500044032931,10,0.21944390446647455,0.3582158365044599,0.0062284000450745225
52,SNR_5db,N,New_N_053.wav,10,DeepONMF_H1,1,0.21734486425608968,10x212,0.008625600021332502,10,0.21734486425608968,0.2621731299348868,0.007897999952547252
