,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,0,37,1,0,2
real_MR,0,4,36,0,0
real_MS,0,5,1,33,1
real_MVP,2,3,0,1,34
