epoca,loss_train,loss_val
1,1.3587972506096488,0.7125688791275024
2,0.8898412898967141,0.4893384277820587
3,0.6040121873742655,0.39480072259902954
4,0.5931609802340206,0.34962329268455505
5,0.4172683324860899,0.3044437766075134
6,0.3462236768713123,0.280526727437973
7,0.3122849244820444,0.26441991329193115
8,0.2912218355034527,0.27795740962028503
9,0.20751677620175638,0.2414703369140625
10,0.20603729016147554,0.21059869229793549
11,0.18757754309396996,0.21985049545764923
12,0.12928902774461007,0.19313885271549225
13,0.1299833780718281,0.160984605550766
14,0.08202367732423897,0.17141969501972198
15,0.14517253799069868,0.16275566816329956
16,0.10598664565354977,0.23932798206806183
17,0.08285959313721641,0.2763989269733429
18,0.06684082152174883,0.24643032252788544
19,0.057924501237147,0.19935457408428192
20,0.06490548209771269,0.238240048289299
21,0.06938197551445276,0.22236715257167816
22,0.05149614308366405,0.2270001471042633
23,0.06987873327192287,0.21196091175079346
