base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
SNR_8db,STFT,1,PROMEDIO_MACRO,196,796,4,4,0.992,0.9800000000000001,0.9949999999999999,0.9810465116279069,0.9875,200
SNR_8db,STFT,2,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9604511278195489,0.975,200
SNR_8db,STFT,3,PROMEDIO_MACRO,193,793,7,7,0.986,0.9650000000000001,0.99125,0.9657991131675342,0.978125,200
SNR_8db,STFT,4,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9765227021040974,0.984375,200
SNR_8db,STFT,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.9650000000000001,0.99125,0.9662338458708282,0.978125,200
