indice_interno,clase,archivo,distribucion,error_final,forma_w_final,forma_h3,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,15-10-5,0.2681236202216102,126x5,5x212,15,0.04900094876104395,0.3513777566963183,0.017276899998250883,10,0.19861850219018873,0.2048300681177347,0.006465099999331869,5,0.40134094848674157,0.1589542032726157,0.004200600000331178
1,N,New_N_002.wav,15-10-5,0.28994790979195256,126x5,5x212,15,0.045986141736207096,0.40617578703250834,0.015534400001342874,10,0.22667734838447703,0.21583528950511566,0.005185300000448478,5,0.4502789942208467,0.19871991293891134,0.0047574000018357765
2,N,New_N_003.wav,15-10-5,0.28570666438997167,126x5,5x212,15,0.055292670624620704,0.3294350727924591,0.015471700000489363,10,0.2999549260118735,0.16927762257045184,0.006213000000570901,5,0.5120370888525692,0.15696150878929063,0.00500340000144206
3,N,New_N_004.wav,15-10-5,0.25252449378007136,126x5,5x212,15,0.050177233191800764,0.36136230383500084,0.015749400001368485,10,0.22241444569618726,0.2558154239803574,0.006213199998455821,5,0.4712749987137799,0.20964284772848915,0.003958600002079038
4,N,New_N_005.wav,15-10-5,0.2895153312689975,126x5,5x212,15,0.041373815745830975,0.39182941769613344,0.015425900000991533,10,0.20344104617095476,0.1818760995618384,0.005146499999682419,5,0.39360365058385194,0.1618681708250333,0.004385099997307407
5,N,New_N_006.wav,15-10-5,0.31076425592228163,126x5,5x212,15,0.05174391196391788,0.3580237950143327,0.015057200002047466,10,0.2189842430008915,0.1802973164600586,0.0052370000012160745,5,0.410080524599434,0.1546466622618874,0.003786099998251302
6,N,New_N_007.wav,15-10-5,0.2867442437068842,126x5,5x212,15,0.0508503478327872,0.364474964260919,0.01624439999795868,10,0.20529916080321334,0.20135840142502923,0.006346800000756048,5,0.4263295794761413,0.19779081694249726,0.003914099997928133
7,N,New_N_008.wav,15-10-5,0.2784861562082219,126x5,5x212,15,0.050242453152402194,0.4096689454470073,0.015431799998623319,10,0.28870837444039715,0.2145756870177219,0.005330699998012278,5,0.5246164042633873,0.2104800729072045,0.00476630000048317
8,N,New_N_009.wav,15-10-5,0.3116962146206721,126x5,5x212,15,0.046710109199033484,0.36298670825615503,0.015339099998527672,10,0.2080645688572241,0.13992047263393356,0.005502799998794217,5,0.4301851361824672,0.12089535546739041,0.004551399997581029
9,N,New_N_010.wav,15-10-5,0.30434191691561585,126x5,5x212,15,0.06108575871936813,0.3313077548246302,0.015539100000751205,10,0.24495217826461968,0.2033932607454022,0.005360500003007473,5,0.38288895436567894,0.1964605796906636,0.0038161999982548878
10,N,New_N_011.wav,15-10-5,0.2919774243130233,126x5,5x212,15,0.058791334160147084,0.381620167282214,0.015048999997816281,10,0.2826188610402871,0.1554226401599267,0.006630600000789855,5,0.5011319992132233,0.1298925652719391,0.0038399999975808896
11,N,New_N_012.wav,15-10-5,0.3327851286481215,126x5,5x212,15,0.049079736820639805,0.39408573270621994,0.015145499997743173,10,0.227862297740897,0.1874697894416631,0.0057780999995884486,5,0.41780431977212973,0.17893895771294335,0.005375599997933023
12,N,New_N_013.wav,15-10-5,0.2729563185245369,126x5,5x212,15,0.0560056342902573,0.36844679490549903,0.015126199999940582,10,0.1460220051786359,0.18282011151994554,0.005950999999186024,5,0.42579670425582083,0.16139399481896854,0.0038199000009626616
13,N,New_N_014.wav,15-10-5,0.2697187601814002,126x5,5x212,15,0.051055102047454844,0.3921626426743887,0.01603859999886481,10,0.26224166176908387,0.19562957064996425,0.0051624999978230335,5,0.4683025196335831,0.1569436512101416,0.004015499998786254
14,N,New_N_015.wav,15-10-5,0.2507484749396695,126x5,5x212,15,0.05091052254566851,0.3839382867716273,0.015222799996990943,10,0.2229214298568197,0.1902322949872505,0.005557600001338869,5,0.4432458558152054,0.1672645378684477,0.0038047999987611547
15,N,New_N_016.wav,15-10-5,0.28412359132996823,126x5,5x212,15,0.049267744763729075,0.3486178056700832,0.015580200000840705,10,0.23635066576516425,0.2064120266577754,0.0051435000023047905,5,0.4123809227843224,0.18509248165188144,0.003789999998843996
16,N,New_N_017.wav,15-10-5,0.2871345613252069,126x5,5x212,15,0.05197202291856423,0.37423699443969904,0.014748300000064773,10,0.19161686256121205,0.19351023553167984,0.0063485999999102205,5,0.48943649813030393,0.19125073402999043,0.003829299999779323
17,N,New_N_018.wav,15-10-5,0.24946662447472928,126x5,5x212,15,0.05384541564914542,0.4143278642575169,0.014456099997914862,10,0.2631603722691301,0.24546309604305527,0.006468600000516744,5,0.4870776270793594,0.26736687787852853,0.003820800000539748
18,N,New_N_019.wav,15-10-5,0.26881097359111367,126x5,5x212,15,0.05558708852037991,0.3700230737678014,0.01549199999863049,10,0.2625456193706311,0.18863152386304102,0.005607000002783025,5,0.49855629021478415,0.23029601507184916,0.005100599999423139
19,N,New_N_020.wav,15-10-5,0.2876751924238384,126x5,5x212,15,0.06204681793473868,0.3598189241577182,0.015183499999693595,10,0.17364701080859157,0.16448147402984414,0.005358700000215322,5,0.4930235062132566,0.17822801607746147,0.0038115999996080063
20,N,New_N_021.wav,15-10-5,0.34045808050073645,126x5,5x212,15,0.05217519816904183,0.3518926755422626,0.014565699999366188,10,0.22052800825870567,0.1974643622880346,0.0061756000031891745,5,0.42353992918128314,0.19935718729496554,0.003991499997937353
21,N,New_N_022.wav,15-10-5,0.2807461936417802,126x5,5x212,15,0.054037603842934906,0.33368592024169974,0.02311290000216104,10,0.20908649786851216,0.13731805163246893,0.005260400001134258,5,0.4984176658908655,0.11495981181793229,0.003814899999269983
22,N,New_N_023.wav,15-10-5,0.30050797929038686,126x5,5x212,15,0.051025422718322264,0.34534772374207134,0.015433000000484753,10,0.2434502152759915,0.18428305387502084,0.007022300000244286,5,0.4818237287261592,0.192749239851768,0.003854899998259498
23,N,New_N_024.wav,15-10-5,0.22707105421408322,126x5,5x212,15,0.04609926047971037,0.3804082560298812,0.015492599999561207,10,0.20385453613113005,0.17847412098258875,0.007236400000692811,5,0.39726984691820194,0.16314959172134935,0.006579799999599345
24,N,New_N_025.wav,15-10-5,0.2895900306218862,126x5,5x212,15,0.06063769249649529,0.3752935609025028,0.01570240000000922,10,0.24722081052556466,0.1685493672527539,0.005295200000546174,5,0.49850799039591803,0.13923721399921696,0.004723400001239497
25,N,New_N_026.wav,15-10-5,0.28582722046270204,126x5,5x212,15,0.056228690220945794,0.31453226502148374,0.01576569999815547,10,0.262114406314542,0.12371010102332257,0.007525299999542767,5,0.5390661433116112,0.09605828648865043,0.008035799997742288
26,N,New_N_027.wav,15-10-5,0.3071345706321588,126x5,5x212,15,0.053509241334785636,0.33191496981794216,0.015553900000668364,10,0.2338295674301916,0.16483192071880842,0.0061476999981096014,5,0.5055102399171614,0.14200428116460423,0.0038739000010536984
27,N,New_N_028.wav,15-10-5,0.3041246058373856,126x5,5x212,15,0.05014900234024734,0.3825923419212287,0.015280400002666283,10,0.2522646840024144,0.15849693266088313,0.005318700001225807,5,0.4643288186851402,0.13774435517243203,0.00497209999957704
28,N,New_N_029.wav,15-10-5,0.3544610155858913,126x5,5x212,15,0.059844130646833825,0.3490272611904364,0.015186000000539934,10,0.25378748098486076,0.17380449320636912,0.005217199999606237,5,0.47614728539343626,0.1534958134624056,0.0037938999994366895
29,N,New_N_030.wav,15-10-5,0.26810189828353564,126x5,5x212,15,0.054877291113479686,0.363491807305958,0.014796300001762575,10,0.2500575271825818,0.21671188692757076,0.00695859999905224,5,0.45770446684403515,0.19569397990854792,0.003946699998778058
30,N,New_N_031.wav,15-10-5,0.29946119435501123,126x5,5x212,15,0.04963258753381368,0.367796128668278,0.01483130000269739,10,0.27227584793120985,0.16347520737911292,0.0056904000011854805,5,0.49238303771579994,0.1353668777846267,0.004669600002671359
31,N,New_N_032.wav,15-10-5,0.32019208780562713,126x5,5x212,15,0.0526850676337852,0.34361465632873844,0.015528799998719478,10,0.2232901379749031,0.15685316798908583,0.005589500000496628,5,0.49120340654529626,0.1656700787071932,0.0038193000000319444
32,N,New_N_033.wav,15-10-5,0.2990321418095199,126x5,5x212,15,0.05104260756126132,0.3680545609471016,0.014303200001450023,10,0.28112974862164464,0.180140311111736,0.006447199997637654,5,0.5129742999731274,0.1565444027773517,0.003833800001302734
33,N,New_N_034.wav,15-10-5,0.2721257819720693,126x5,5x212,15,0.05130482060001829,0.3258933603642114,0.015223099999275291,10,0.22867547795167606,0.16225610440250898,0.00527170000350452,5,0.4884951933445245,0.17492437270324168,0.004733999998279614
34,N,New_N_035.wav,15-10-5,0.2269332143005893,126x5,5x212,15,0.046242860686207796,0.4046253253330587,0.014996500001871027,10,0.21877788273840376,0.18978723845688825,0.006882599998789374,5,0.5260004387792513,0.17248308369063298,0.0038480000002891757
35,N,New_N_036.wav,15-10-5,0.274831922884695,126x5,5x212,15,0.04626999705373715,0.3692178873823035,0.015405000001919689,10,0.24350546292897973,0.22589090658231425,0.005230499999015592,5,0.5381045893697095,0.21759325911607164,0.003802300001552794
36,N,New_N_037.wav,15-10-5,0.2765172101079224,126x5,5x212,15,0.03210055744289945,0.3667279684561737,0.015275099998689257,10,0.2387559933030097,0.15445855239859133,0.005144899998413166,5,0.508664861826778,0.11513087754152071,0.003875599999446422
37,N,New_N_038.wav,15-10-5,0.26818168880137294,126x5,5x212,15,0.029715257086256556,0.3973895284983834,0.015399500000057742,10,0.22232456969748174,0.15653917450032367,0.006016899998940062,5,0.5138408901856855,0.12207231658295012,0.0038383999999496154
38,N,New_N_039.wav,15-10-5,0.2650846088799898,126x5,5x212,15,0.04135994098534059,0.39757462250102094,0.015352800000982825,10,0.17164604504186773,0.15538293731420333,0.0051758000008703675,5,0.540584725978315,0.1540726485878626,0.0039016999980958644
39,N,New_N_040.wav,15-10-5,0.3321788533561726,126x5,5x212,15,0.045210047118875704,0.37085478468848504,0.01650760000120499,10,0.1624179857460218,0.15006459891418442,0.005145700000866782,5,0.4391179415634078,0.08993798603995842,0.003796900000452297
40,N,New_N_041.wav,15-10-5,0.2904664258772209,126x5,5x212,15,0.04324960854054078,0.4404861332949993,0.01421180000033928,10,0.18831399975071328,0.2238692265054572,0.005658699999912642,5,0.43498988356600315,0.2422754327379187,0.0038098000004538335
41,N,New_N_042.wav,15-10-5,0.29576154907908214,126x5,5x212,15,0.044252487988842806,0.402194041964661,0.015244999998685671,10,0.1665294792203154,0.14246605694932415,0.005310500000632601,5,0.5336360239939626,0.1467037183682969,0.004966299999068724
42,N,New_N_043.wav,15-10-5,0.25549007186773326,126x5,5x212,15,0.0390259951815984,0.4044485705722562,0.015131700001802528,10,0.2061164694130734,0.18579844954846741,0.006363099997543031,5,0.4971195239847229,0.14874603878489875,0.003861299999698531
43,N,New_N_044.wav,15-10-5,0.24115881333199313,126x5,5x212,15,0.042914706886478894,0.4292901134129034,0.015320800001063617,10,0.20726192867445284,0.15633528902468427,0.0054258999989542644,5,0.4721601037723314,0.12276773134218236,0.003824499999609543
44,N,New_N_045.wav,15-10-5,0.2527823103330479,126x5,5x212,15,0.041341713422354105,0.4284821785141242,0.014650999997684266,10,0.22643450854853722,0.15316009611284964,0.005705500003386987,5,0.5569603810897336,0.16030878948894262,0.0038277999992715195
45,N,New_N_046.wav,15-10-5,0.24596811698444884,126x5,5x212,15,0.045695777907705924,0.4243385627147189,0.015882700001384364,10,0.18420065748275286,0.19436641502595017,0.006374799999321112,5,0.4228067025525353,0.13252122639270753,0.003836399999272544
46,N,New_N_047.wav,15-10-5,0.31197087958944364,126x5,5x212,15,0.03745251902139392,0.37898855046928703,0.015146699999604607,10,0.1662742472422468,0.12970747094183363,0.006076700003177393,5,0.4739075683331675,0.12069210888371384,0.00380829999994603
47,N,New_N_048.wav,15-10-5,0.2777799776960586,126x5,5x212,15,0.04388528458617894,0.4085015871599379,0.01567830000203685,10,0.16444383640145024,0.1904732567592313,0.005888399999093963,5,0.43560059419371167,0.1484945461165395,0.005160900000191759
48,N,New_N_049.wav,15-10-5,0.29199076887891073,126x5,5x212,15,0.04211909301495509,0.36018733323853314,0.015978999999788357,10,0.15926713671060905,0.15635143793613,0.005370399998355424,5,0.36665971903933064,0.1378722839828647,0.00380090000180644
49,N,New_N_050.wav,15-10-5,0.27687710517255554,126x5,5x212,15,0.040816497517039925,0.44695526750851955,0.01475620000201161,10,0.18879649470533755,0.18988884678825385,0.006478399998741224,5,0.38371220530350064,0.10701118753295218,0.003830599998764228
50,N,New_N_051.wav,15-10-5,0.23158149044178236,126x5,5x212,15,0.036231815188940246,0.39514729677260607,0.015169699996476993,10,0.1748413255098221,0.161271131504834,0.005280100001982646,5,0.5202614427736245,0.1168253464044049,0.0048480000004929025
51,N,New_N_052.wav,15-10-5,0.27690833433525097,126x5,5x212,15,0.04350484080102584,0.4423231743405687,0.01541900000302121,10,0.20245860812433877,0.1936655418421752,0.005300900000293041,5,0.4908631916994954,0.16498736036339406,0.004169100000581238
52,N,New_N_053.wav,15-10-5,0.2942830780076353,126x5,5x212,15,0.040055439703135756,0.39765840848889544,0.01497910000034608,10,0.22728017973731704,0.16655258234116854,0.005912799999350682,5,0.48051284885039475,0.12217177929626626,0.0038516000022355
