indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,sin_regularizacion,error_final,forma_h,forma_w,segundos
0,SNR_-8db,NMF,7,1,0.0,True,0.3920757322013827,7x212,126x7,0.027165399864315987
1,SNR_-8db,NMF,7,1,0.0,True,0.39245415370491105,7x212,126x7,0.034510300029069185
2,SNR_-8db,NMF,7,1,0.0,True,0.39299200679758595,7x212,126x7,0.02850009989924729
3,SNR_-8db,NMF,7,1,0.0,True,0.3926075706446539,7x212,126x7,0.027781799901276827
4,SNR_-8db,NMF,7,1,0.0,True,0.3924495420641674,7x212,126x7,0.028581999940797687
5,SNR_-8db,NMF,7,1,0.0,True,0.3921376392128153,7x212,126x7,0.032295299926772714
6,SNR_-8db,NMF,7,1,0.0,True,0.3953898152256874,7x212,126x7,0.029306799871847034
7,SNR_-8db,NMF,7,1,0.0,True,0.39342702118666495,7x212,126x7,0.02665979997254908
8,SNR_-8db,NMF,7,1,0.0,True,0.39144903013685173,7x212,126x7,0.043510699877515435
9,SNR_-8db,NMF,7,1,0.0,True,0.3937819957214629,7x212,126x7,0.042095999931916595
10,SNR_-8db,NMF,7,1,0.0,True,0.394901901695706,7x212,126x7,0.029087700182572007
11,SNR_-8db,NMF,7,1,0.0,True,0.38952410155343,7x212,126x7,0.028057900024577975
12,SNR_-8db,NMF,7,1,0.0,True,0.3890978127953983,7x212,126x7,0.028072800021618605
13,SNR_-8db,NMF,7,1,0.0,True,0.39344725915217915,7x212,126x7,0.02859629993326962
14,SNR_-8db,NMF,7,1,0.0,True,0.39723934277828055,7x212,126x7,0.0287279998883605
15,SNR_-8db,NMF,7,1,0.0,True,0.39507903386329346,7x212,126x7,0.02757699997164309
16,SNR_-8db,NMF,7,1,0.0,True,0.39432787924494817,7x212,126x7,0.02687330008484423
17,SNR_-8db,NMF,7,1,0.0,True,0.3941639205196463,7x212,126x7,0.024967600125819445
18,SNR_-8db,NMF,7,1,0.0,True,0.38821295098222725,7x212,126x7,0.027314200066030025
19,SNR_-8db,NMF,7,1,0.0,True,0.3948210831983674,7x212,126x7,0.0288635001052171
20,SNR_-8db,NMF,7,1,0.0,True,0.39209927349916823,7x212,126x7,0.029136900091543794
21,SNR_-8db,NMF,7,1,0.0,True,0.39278755131213355,7x212,126x7,0.02442069980315864
22,SNR_-8db,NMF,7,1,0.0,True,0.3915035367929968,7x212,126x7,0.02676669997163117
23,SNR_-8db,NMF,7,1,0.0,True,0.3960144744550586,7x212,126x7,0.025794000132009387
24,SNR_-8db,NMF,7,1,0.0,True,0.3930592894639073,7x212,126x7,0.027534000109881163
25,SNR_-8db,NMF,7,1,0.0,True,0.3939407653837534,7x212,126x7,0.027246000012382865
26,SNR_-8db,NMF,7,1,0.0,True,0.38727431651499916,7x212,126x7,0.0260926999617368
27,SNR_-8db,NMF,7,1,0.0,True,0.395986362931209,7x212,126x7,0.02511670021340251
28,SNR_-8db,NMF,7,1,0.0,True,0.3917283814078414,7x212,126x7,0.0252747000195086
29,SNR_-8db,NMF,7,1,0.0,True,0.3931731145913287,7x212,126x7,0.02680939994752407
30,SNR_-8db,NMF,7,1,0.0,True,0.39007882912192765,7x212,126x7,0.02717349980957806
31,SNR_-8db,NMF,7,1,0.0,True,0.3873901249525021,7x212,126x7,0.0287277998868376
32,SNR_-8db,NMF,7,1,0.0,True,0.3902739145951442,7x212,126x7,0.029757000040262938
33,SNR_-8db,NMF,7,1,0.0,True,0.3946354229790838,7x212,126x7,0.032614699797704816
34,SNR_-8db,NMF,7,1,0.0,True,0.39572839848017877,7x212,126x7,0.028230200055986643
35,SNR_-8db,NMF,7,1,0.0,True,0.3884598917754293,7x212,126x7,0.027585400035604835
36,SNR_-8db,NMF,7,1,0.0,True,0.29137703310484026,7x212,126x7,0.024416200118139386
37,SNR_-8db,NMF,7,1,0.0,True,0.3944207241811286,7x212,126x7,0.025514999870210886
38,SNR_-8db,NMF,7,1,0.0,True,0.3958744605227572,7x212,126x7,0.0241540998686105
39,SNR_-8db,NMF,7,1,0.0,True,0.3977917495765223,7x212,126x7,0.02675650012679398
40,SNR_-8db,NMF,7,1,0.0,True,0.395156926115119,7x212,126x7,0.026490299962460995
