clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,40,157,3,0,0.985,1.0,0.98125,0.9302325581395349,0.990625,40
AS,38,158,2,2,0.98,0.95,0.9875,0.95,0.96875,40
MR,39,160,0,1,0.995,0.975,1.0,1.0,0.9875,40
MS,38,160,0,2,0.99,0.95,1.0,1.0,0.975,40
MVP,38,158,2,2,0.98,0.95,0.9875,0.95,0.96875,40
PROMEDIO_MACRO,193,793,7,7,0.986,0.9650000000000001,0.99125,0.966046511627907,0.978125,200
