,N,AS,MR,MS,MVP
N,97.0,0.0,1.5,0.0,1.5
AS,0.0,96.5,2.5,0.0,1.0
MR,0.0,3.5000000000000004,93.0,3.0,0.5
MS,0.5,1.0,1.0,93.5,4.0
MVP,2.0,3.5000000000000004,2.5,2.0,90.0
