base,clasificador,protocolo_ujanet,representacion,distribucion,numero_capas,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std,predicciones,aciertos,exactitud_directa,ruta_matriz_png,ruta_matriz_conteos,ruta_predicciones
SNR_0db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H3,18-13-10,3,0.9756,0.008173126696680973,0.9390000000000001,0.020432816741702522,0.98475,0.0051082041854256495,0.9395111991163876,0.020335418150685916,0.961875,0.012770510463564063,1000,939,0.939,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\02_optimizacion_dataset_SNR0db\evaluacion_ujanet\18_13_10\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\02_optimizacion_dataset_SNR0db\evaluacion_ujanet\18_13_10\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\02_optimizacion_dataset_SNR0db\evaluacion_ujanet\18_13_10\matriz_confusion_agregada\predicciones_agregadas.csv
