clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,40,160,0,0,1.0,1.0,1.0,1.0,1.0,40
AS,39,159,1,1,0.99,0.975,0.99375,0.975,0.984375,40
MR,39,160,0,1,0.995,0.975,1.0,1.0,0.9875,40
MS,39,158,2,1,0.985,0.975,0.9875,0.9512195121951219,0.98125,40
MVP,39,159,1,1,0.99,0.975,0.99375,0.975,0.984375,40
PROMEDIO_MACRO,196,796,4,4,0.992,0.9800000000000001,0.9950000000000001,0.9802439024390244,0.9875,200
