,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,0,0,5,0
real_AS,0,23,5,6,6
real_MR,0,5,29,6,0
real_MS,2,4,0,30,4
real_MVP,7,6,3,3,21
