,N,AS,MR,MS,MVP
N,94.5,0.0,1.5,2.0,2.0
AS,0.0,87.0,3.5000000000000004,4.5,5.0
MR,0.5,6.5,83.0,8.5,1.5
MS,3.5000000000000004,4.0,1.0,87.0,4.5
MVP,3.5000000000000004,8.5,7.5,3.5000000000000004,77.0
