,N,AS,MR,MS,MVP
N,96.0,0.0,0.5,1.0,2.5
AS,0.0,94.0,3.0,1.0,2.0
MR,4.5,3.5000000000000004,87.0,2.0,3.0
MS,0.5,0.0,0.5,93.5,5.5
MVP,3.5000000000000004,4.5,1.5,2.0,88.5
