distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
7-5-4,3,KNN,DeepONMF_H3,1,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
7-5-4,3,KNN,DeepONMF_H3,2,160,36,4,0,0.98,1.0,0.9,0.975609756097561,0.95
7-5-4,3,KNN,DeepONMF_H3,3,157,32,8,3,0.945,0.98125,0.8,0.9515151515151515,0.890625
7-5-4,3,KNN,DeepONMF_H3,4,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
7-5-4,3,KNN,DeepONMF_H3,5,160,34,6,0,0.97,1.0,0.85,0.963855421686747,0.925
7-5-4,3,KNN,DeepONMF_W,1,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
7-5-4,3,KNN,DeepONMF_W,2,140,38,2,20,0.89,0.875,0.95,0.9859154929577465,0.9125
7-5-4,3,KNN,DeepONMF_W,3,145,34,6,15,0.895,0.90625,0.85,0.9602649006622517,0.878125
7-5-4,3,KNN,DeepONMF_W,4,143,32,8,17,0.875,0.89375,0.8,0.9470198675496688,0.846875
7-5-4,3,KNN,DeepONMF_W,5,152,36,4,8,0.94,0.95,0.9,0.9743589743589743,0.925
7-5-4,3,SVM,DeepONMF_H3,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
7-5-4,3,SVM,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
7-5-4,3,SVM,DeepONMF_H3,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
7-5-4,3,SVM,DeepONMF_H3,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
7-5-4,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
7-5-4,3,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
7-5-4,3,SVM,DeepONMF_W,2,143,38,2,17,0.905,0.89375,0.95,0.9862068965517241,0.921875
7-5-4,3,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
7-5-4,3,SVM,DeepONMF_W,4,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
7-5-4,3,SVM,DeepONMF_W,5,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
7-5-4,3,UjaNet,DeepONMF_H3,1,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
7-5-4,3,UjaNet,DeepONMF_H3,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
7-5-4,3,UjaNet,DeepONMF_H3,3,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
7-5-4,3,UjaNet,DeepONMF_H3,4,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
7-5-4,3,UjaNet,DeepONMF_H3,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
7-5-4,3,UjaNet,DeepONMF_W,1,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
7-5-4,3,UjaNet,DeepONMF_W,2,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
7-5-4,3,UjaNet,DeepONMF_W,3,152,35,5,8,0.935,0.95,0.875,0.9681528662420382,0.9125
7-5-4,3,UjaNet,DeepONMF_W,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
7-5-4,3,UjaNet,DeepONMF_W,5,160,36,4,0,0.98,1.0,0.9,0.975609756097561,0.95
