distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
7-4-3,3,KNN,DeepONMF_H3,1,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
7-4-3,3,KNN,DeepONMF_H3,2,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
7-4-3,3,KNN,DeepONMF_H3,3,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
7-4-3,3,KNN,DeepONMF_H3,4,156,33,7,4,0.945,0.975,0.825,0.9570552147239264,0.8999999999999999
7-4-3,3,KNN,DeepONMF_H3,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
7-4-3,3,KNN,DeepONMF_W,1,151,31,9,9,0.91,0.94375,0.775,0.94375,0.859375
7-4-3,3,KNN,DeepONMF_W,2,145,30,10,15,0.875,0.90625,0.75,0.9354838709677419,0.828125
7-4-3,3,KNN,DeepONMF_W,3,152,34,6,8,0.93,0.95,0.85,0.9620253164556962,0.8999999999999999
7-4-3,3,KNN,DeepONMF_W,4,147,30,10,13,0.885,0.91875,0.75,0.9363057324840764,0.834375
7-4-3,3,KNN,DeepONMF_W,5,150,27,13,10,0.885,0.9375,0.675,0.9202453987730062,0.80625
7-4-3,3,SVM,DeepONMF_H3,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
7-4-3,3,SVM,DeepONMF_H3,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
7-4-3,3,SVM,DeepONMF_H3,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
7-4-3,3,SVM,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
7-4-3,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
7-4-3,3,SVM,DeepONMF_W,1,143,39,1,17,0.91,0.89375,0.975,0.9930555555555556,0.934375
7-4-3,3,SVM,DeepONMF_W,2,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
7-4-3,3,SVM,DeepONMF_W,3,146,36,4,14,0.91,0.9125,0.9,0.9733333333333334,0.90625
7-4-3,3,SVM,DeepONMF_W,4,140,38,2,20,0.89,0.875,0.95,0.9859154929577465,0.9125
7-4-3,3,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
7-4-3,3,UjaNet,DeepONMF_H3,1,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
7-4-3,3,UjaNet,DeepONMF_H3,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
7-4-3,3,UjaNet,DeepONMF_H3,3,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
7-4-3,3,UjaNet,DeepONMF_H3,4,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
7-4-3,3,UjaNet,DeepONMF_H3,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
7-4-3,3,UjaNet,DeepONMF_W,1,155,39,1,5,0.97,0.96875,0.975,0.9935897435897436,0.971875
7-4-3,3,UjaNet,DeepONMF_W,2,160,35,5,0,0.975,1.0,0.875,0.9696969696969697,0.9375
7-4-3,3,UjaNet,DeepONMF_W,3,148,34,6,12,0.91,0.925,0.85,0.961038961038961,0.8875
7-4-3,3,UjaNet,DeepONMF_W,4,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
7-4-3,3,UjaNet,DeepONMF_W,5,160,35,5,0,0.975,1.0,0.875,0.9696969696969697,0.9375
