,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,1,0,0,1
real_AS,0,38,1,1,0
real_MR,0,3,34,3,0
real_MS,0,2,0,37,1
real_MVP,3,0,3,3,31
