indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,17-13-3,3,0.313682714284653,126x3,3x212,17,0.046024749028557015,0.362789788799245,0.010581399998045526,13,0.174075898122704,0.15904148365485535,0.004235600004903972,3,0.7021720274910136,0.14106907108025787,0.0025265000003855675
1,N,New_N_002.wav,17-13-3,3,0.3918281957507387,126x3,3x212,17,0.047382139778367555,0.4342077562085843,0.010862899995117914,13,0.2285309490082016,0.18943472248479262,0.005467599999974482,3,0.6865302109340627,0.14560402797009722,0.003125999995972961
2,N,New_N_003.wav,17-13-3,3,0.3022684707924159,126x3,3x212,17,0.04561124917249093,0.41955930208087616,0.010084699999424629,13,0.2192663100031089,0.16631763258771765,0.006460999997216277,3,0.7287830274617387,0.17866371942677406,0.003853099995467346
3,N,New_N_004.wav,17-13-3,3,0.29098518577978394,126x3,3x212,17,0.04883509333509644,0.38820933902366667,0.010250799998175353,13,0.16456574181727876,0.18436277500631548,0.0043121999988215975,3,0.6964385020968855,0.16130050183140185,0.0025719999975990504
4,N,New_N_005.wav,17-13-3,3,0.2795608824721593,126x3,3x212,17,0.04740091619894583,0.43058541417188345,0.01149240000086138,13,0.1935418369271274,0.22706591714797325,0.004196800000499934,3,0.7167866713049498,0.22667402747692955,0.0024890999993658625
5,N,New_N_006.wav,17-13-3,3,0.4260413397399134,126x3,3x212,17,0.04661394873404618,0.3683309945067047,0.013185499999963213,13,0.16996223765401858,0.15949278709232567,0.005034699999669101,3,0.6946869036162115,0.11923838301356827,0.002529999997932464
6,N,New_N_007.wav,17-13-3,3,0.30451406705959844,126x3,3x212,17,0.045076305197304725,0.4245890104356767,0.009527399997750763,13,0.2588899972334776,0.20657397034844144,0.004761000003782101,3,0.6807019993877101,0.20543179603494663,0.0023780999981681816
7,N,New_N_008.wav,17-13-3,3,0.3475523213286071,126x3,3x212,17,0.05629942558587347,0.3728609430930757,0.009524399996735156,13,0.16013114562902403,0.17871463390273973,0.003914900000381749,3,0.6479101727976116,0.17784427293225005,0.002261599998746533
8,N,New_N_009.wav,17-13-3,3,0.3969538473927422,126x3,3x212,17,0.052384912283603126,0.3637702933786115,0.008884599999873899,13,0.2300764364984052,0.16949537343977306,0.0046682999964104965,3,0.6882357757486505,0.19823227704713733,0.0021612999989883974
9,N,New_N_010.wav,17-13-3,3,0.4273404438984453,126x3,3x212,17,0.05046439890791218,0.35721414503263116,0.008701900005689822,13,0.202862829940576,0.1484693233131358,0.0037005000049248338,3,0.6797126371257531,0.1843019909831283,0.002179499999328982
