indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,N,New_N_001.wav,12-6,2,0.1572387784679836,126x6,6x212,12,0.06259916240496036,0.31770742466912394,0.00828140000521671,6,0.2747539344437787,0.13016071075095328,0.003191800002241507
1,N,New_N_002.wav,12-6,2,0.16235398064888926,126x6,6x212,12,0.055393754347773876,0.3192734660758338,0.00858229999721516,6,0.31170131151034824,0.21144817036043306,0.0031010000020614825
2,N,New_N_003.wav,12-6,2,0.15062674365872933,126x6,6x212,12,0.05878223409940749,0.355780110375396,0.007948799997393508,6,0.33367492858454806,0.23538703872384042,0.002995700000610668
3,N,New_N_004.wav,12-6,2,0.14653472481920626,126x6,6x212,12,0.057825042435784,0.35142051021367066,0.01028789999691071,6,0.250141971727307,0.17150527568405988,0.0033379000014974736
4,N,New_N_005.wav,12-6,2,0.16150466325080173,126x6,6x212,12,0.054157841601229544,0.34425334816918385,0.0073774999982560985,6,0.3192425315216083,0.22693005010248035,0.003322200005641207
5,N,New_N_006.wav,12-6,2,0.13864209338387704,126x6,6x212,12,0.05872360381461607,0.3656915650621306,0.010372199998528231,6,0.23148983046221988,0.18013647357361345,0.0041485000037937425
6,N,New_N_007.wav,12-6,2,0.16414806302039364,126x6,6x212,12,0.06414383057521011,0.35003578655292783,0.00778330000321148,6,0.28170433104728915,0.1998270242668453,0.00419030000193743
7,N,New_N_008.wav,12-6,2,0.14940516463022444,126x6,6x212,12,0.061015584733756206,0.3932933858394801,0.008491399996273685,6,0.32364254904362544,0.21779679763894041,0.00305619999562623
8,N,New_N_009.wav,12-6,2,0.14730424405526324,126x6,6x212,12,0.05946553794453734,0.3990806081371404,0.008139100005791988,6,0.31303685609744525,0.24309144195356386,0.0028664999990724027
9,N,New_N_010.wav,12-6,2,0.16293467863222827,126x6,6x212,12,0.0547555818725307,0.3142878958016056,0.007869000000937376,6,0.3112411765856966,0.26047798251233,0.003361299997777678
10,N,New_N_011.wav,12-6,2,0.1424757067427605,126x6,6x212,12,0.06318985261939151,0.3726099473154465,0.008074899997154716,6,0.35116086293369664,0.22912167584002108,0.003053399996133521
11,N,New_N_012.wav,12-6,2,0.1696061505661468,126x6,6x212,12,0.06190624351846179,0.34735791414726874,0.007220400002552196,6,0.3140905690291047,0.21071254779101117,0.0035040000002481975
12,N,New_N_013.wav,12-6,2,0.1328190432673433,126x6,6x212,12,0.05707381081254658,0.37453450895366364,0.006859400004032068,6,0.28331433204421874,0.2350261767874103,0.0025210000021615997
13,N,New_N_014.wav,12-6,2,0.1801666268473421,126x6,6x212,12,0.06537367881624391,0.32551295807884983,0.006830799997260328,6,0.3700574802165573,0.23110132414926862,0.003004400001373142
14,N,New_N_015.wav,12-6,2,0.15242067769118642,126x6,6x212,12,0.0645352672425118,0.38956506388841367,0.006787500002246816,6,0.27282956164894157,0.25958132142712426,0.0030111000014585443
15,N,New_N_016.wav,12-6,2,0.15380380099449484,126x6,6x212,12,0.05811226401031626,0.3381744388929556,0.007151500001782551,6,0.26624962604590396,0.2548906251843257,0.002547799995227251
16,N,New_N_017.wav,12-6,2,0.15380771309916755,126x6,6x212,12,0.06656244080699353,0.38834188471104236,0.006983600003877655,6,0.2952618242183312,0.2153197681517555,0.0028668000013567507
17,N,New_N_018.wav,12-6,2,0.15398421671113124,126x6,6x212,12,0.056304718810475385,0.3457509262965411,0.0070681999932276085,6,0.2944218816150418,0.2031325094526089,0.0029294999985722825
18,N,New_N_019.wav,12-6,2,0.18231786393753566,126x6,6x212,12,0.07041230951134846,0.340033166674465,0.00724620000255527,6,0.36304376025678436,0.16422968892822887,0.0025371000010636635
19,N,New_N_020.wav,12-6,2,0.16831556640388257,126x6,6x212,12,0.06254611102084037,0.38438322524343577,0.006832999999460299,6,0.2394127645568786,0.20088644132916925,0.002644000000145752
20,N,New_N_021.wav,12-6,2,0.17829530113950795,126x6,6x212,12,0.06141934827106216,0.32532350354600315,0.006907800001499709,6,0.3679698146197138,0.20566675280364344,0.003129700002318714
