,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,33,0,6,0,1
real_AS,0,34,5,1,0
real_MR,0,0,38,0,2
real_MS,0,2,7,28,3
real_MVP,2,2,3,2,31
