indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,SNR_-8db,N,New_N_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5243510430953208,2x212,0.018369399942457676,32,0.3509005429885042,0.27649270500661927,0.014523199992254376,13,0.21208710826416272,0.21646379845778754,0.001599599956534803,5,0.15539755444734,0.22689430904220842,0.0006813999498263001,2,0.13223200448102496,0.39885226418049186,0.0004389999667182565
1,SNR_-8db,N,New_N_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5220965742155652,2x212,0.02000879996921867,32,0.3494051137666269,0.276324643366826,0.015698799979873,13,0.20895641937758186,0.2111072168367122,0.0015971999382600188,5,0.1658373474051716,0.2463118479292279,0.0010152000468224287,2,0.1277166359899315,0.39792241704059517,0.0005975000094622374
2,SNR_-8db,AS,New_AS_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5290935069814767,2x212,0.018347099889069796,32,0.3572194187717174,0.2818699132703076,0.013492300058715045,13,0.2087069062158166,0.21515972369799619,0.002211499959230423,5,0.16287615299813693,0.25956527879433994,0.0009713000617921352,2,0.17580574718338518,0.4346470670324496,0.0006819999543949962
3,SNR_-8db,AS,New_AS_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.527126412162683,2x212,0.016330699902027845,32,0.3504322027952191,0.27396896860403336,0.011662699980661273,13,0.20762701720900678,0.20205946920909917,0.002480700029991567,5,0.18480682321518374,0.2486977268079067,0.0007922999793663621,2,0.18428046714874,0.4586129940357212,0.0004591000033542514
4,SNR_-8db,MR,New_MR_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5240389281216962,2x212,0.015033700037747622,32,0.3558677703124107,0.27014729084708644,0.010861200047656894,13,0.2086599292458359,0.20421922231010972,0.0016209000023081899,5,0.1692429059003688,0.2226207436370972,0.0009805000154301524,2,0.1433155547342815,0.360771330962371,0.0005715000443160534
5,SNR_-8db,MR,New_MR_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5280425347292294,2x212,0.018092400045134127,32,0.35722666715947154,0.27493681962428757,0.01276539999525994,13,0.21060304362692242,0.21939581846278378,0.0023885000264272094,5,0.164307199766274,0.2534496055667968,0.0011764999944716692,2,0.1451772269740469,0.3778003212721973,0.0007139999652281404
6,SNR_-8db,MS,New_MS_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5283817229097295,2x212,0.014359999913722277,32,0.3555508258649866,0.275436748559336,0.010644600028172135,13,0.22162870503969054,0.2216256623215214,0.0013519999338313937,5,0.14668156841343494,0.227996083031825,0.0006269000004976988,2,0.14540608523961093,0.39849328091645325,0.00040090002585202456
7,SNR_-8db,MS,New_MS_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5289751630704748,2x212,0.015641900012269616,32,0.35616432047851515,0.27736957992195105,0.011980799958109856,13,0.21378189262338038,0.21287893836024407,0.0012805000878870487,5,0.15541398736284134,0.24280256873818012,0.000735800014808774,2,0.14204979124492711,0.39120229397873263,0.0007217999082058668
8,SNR_-8db,MVP,New_MVP_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5294658139049196,2x212,0.01397309999447316,32,0.3516042937377568,0.2651662670627735,0.011013399926014245,13,0.20669307579296795,0.19294151280133548,0.0013005000073462725,5,0.16580156004645655,0.18636863308192947,0.00056900002527982,2,0.23611733604899407,0.28936311209183385,0.00034509995020926
9,SNR_-8db,MVP,New_MVP_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.4533264789183501,2x212,0.013858300051651895,32,0.2655032824781021,0.2651713191429397,0.011001099948771298,13,0.13772406839743778,0.18947328099757038,0.0012598999310284853,5,0.11522000792769875,0.17880704633699732,0.000561899971216917,2,0.225257164871112,0.31049058309327643,0.00033920002169907093
