,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,26,1,10,0,3
real_AS,0,34,5,0,1
real_MR,0,0,32,1,7
real_MS,0,0,4,32,4
real_MVP,6,4,3,1,26
