,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,34,0,1,3,2
real_AS,0,29,1,7,3
real_MR,2,12,24,2,0
real_MS,4,19,0,16,1
real_MVP,10,5,3,1,21
