,N,AS,MR,MS,MVP
N,96.0,0.0,0.5,0.0,3.5000000000000004
AS,0.0,96.0,2.0,0.0,2.0
MR,0.5,4.0,91.0,1.0,3.5000000000000004
MS,0.5,0.0,1.0,94.0,4.5
MVP,4.5,2.5,0.0,2.5,90.5
