distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
4-3,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575000000000001,0.8451081333434276,0.89375,200
4-3,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8400000000000001,0.9600000000000002,0.8470004413496278,0.9,200
4-3,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8400000000000001,0.96,0.842049431179866,0.9,200
4-3,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,164,764,36,36,0.9279999999999999,0.82,0.9550000000000001,0.8475853008180593,0.8875,200
4-3,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8400000000000001,0.96,0.8667525243817419,0.9,200
4-3,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,140,740,60,60,0.8799999999999999,0.7,0.925,0.7349478538702676,0.8125,200
4-3,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,128,728,72,72,0.8560000000000001,0.64,0.9099999999999999,0.6694251804578994,0.775,200
4-3,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,137,737,63,63,0.874,0.6850000000000002,0.92125,0.6990137678662269,0.803125,200
4-3,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,130,730,70,70,0.8600000000000001,0.65,0.9125,0.6728006189213086,0.78125,200
4-3,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,133,733,67,67,0.866,0.6649999999999999,0.91625,0.6942567649557093,0.790625,200
4-3,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9257147818123428,0.953125,200
4-3,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,177,777,23,23,0.9540000000000001,0.885,0.9712500000000001,0.8863426546353376,0.928125,200
4-3,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.9737500000000001,0.8954875928560139,0.934375,200
4-3,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,175,775,25,25,0.95,0.8749999999999998,0.96875,0.8750906816760476,0.921875,200
4-3,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.9850000000000001,0.9442353223484243,0.9625,200
4-3,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,156,756,44,44,0.9120000000000001,0.78,0.9450000000000001,0.8120811374615723,0.8625,200
4-3,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,154,754,46,46,0.908,0.7699999999999999,0.9425000000000001,0.774335543852974,0.85625,200
4-3,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,152,752,48,48,0.9039999999999999,0.76,0.9400000000000001,0.7757094794439514,0.85,200
4-3,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7223336622098232,0.828125,200
4-3,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,148,748,52,52,0.8960000000000001,0.74,0.9349999999999999,0.7533933740968698,0.8375,200
4-3,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9615550239234449,0.975,200
4-3,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,187,787,13,13,0.974,0.9349999999999999,0.98375,0.9360209032160253,0.959375,200
4-3,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,186,786,14,14,0.9719999999999999,0.9299999999999999,0.9824999999999999,0.9313919413919415,0.95625,200
4-3,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9255413157659627,0.953125,200
4-3,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,196,796,4,4,0.992,0.9799999999999999,0.9950000000000001,0.9803658536585365,0.9875,200
4-3,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,172,772,28,28,0.9440000000000002,0.8600000000000001,0.9650000000000001,0.8664045174683472,0.9125,200
4-3,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.9700000000000001,0.8862445671257232,0.925,200
4-3,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8279275216347719,0.890625,200
4-3,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8820488070488072,0.925,200
4-3,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,173,773,27,27,0.9460000000000001,0.8649999999999999,0.9662500000000002,0.8722819733458032,0.915625,200
