clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,157,3,2,0.975,0.95,0.98125,0.926829268292683,0.965625,40
AS,36,155,5,4,0.955,0.9,0.96875,0.8780487804878049,0.934375,40
MR,31,147,13,9,0.89,0.775,0.91875,0.7045454545454546,0.846875,40
MS,27,157,3,13,0.92,0.675,0.98125,0.9,0.828125,40
MVP,32,148,12,8,0.9,0.8,0.925,0.7272727272727273,0.8625,40
PROMEDIO_MACRO,164,764,36,36,0.9279999999999999,0.82,0.9549999999999998,0.827339246119734,0.8875,200
