clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,37,147,13,3,0.92,0.925,0.91875,0.74,0.921875,40
AS,30,146,14,10,0.88,0.75,0.9125,0.6818181818181818,0.83125,40
MR,29,156,4,11,0.925,0.725,0.975,0.8787878787878788,0.85,40
MS,32,145,15,8,0.885,0.8,0.90625,0.6808510638297872,0.853125,40
MVP,23,157,3,17,0.9,0.575,0.98125,0.8846153846153846,0.778125,40
PROMEDIO_MACRO,151,751,49,49,0.9020000000000001,0.7550000000000001,0.93875,0.7732145018102465,0.846875,200
