,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.0,0.5
AS,0.0,97.0,2.5,0.0,0.5
MR,1.5,2.0,94.0,2.0,0.5
MS,0.0,0.5,2.5,94.0,3.0
MVP,1.0,2.0,0.5,3.0,93.5
