,N,AS,MR,MS,MVP
N,98.0,0.0,1.5,0.0,0.5
AS,0.0,95.0,2.5,1.0,1.5
MR,0.0,1.5,95.5,2.5,0.5
MS,0.0,1.5,1.5,94.0,3.0
MVP,4.0,3.5000000000000004,2.0,2.0,88.5
