indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,9-6-3,3,0.33809414584970515,126x3,3x212,9,0.07350950873507105,0.34468203243279266,0.0071336999972118065,6,0.2551566969855461,0.18032466383062762,0.003004400001373142,3,0.49296519367136793,0.1113297141471669,0.002430699998512864
1,N,New_N_002.wav,9-6-3,3,0.2821889334636629,126x3,3x212,9,0.07205196521517813,0.35754106194876073,0.006814799999119714,6,0.23405251868239318,0.17661397820222266,0.003172799995809328,3,0.5051266016033935,0.10093273695825389,0.0024491000003763475
2,N,New_N_003.wav,9-6-3,3,0.31743414653702584,126x3,3x212,9,0.07255800024375166,0.36014950414354835,0.006845199997769669,6,0.2922906765748749,0.17068531636854417,0.004135700000915676,3,0.4854396493452721,0.10840368004642753,0.003654100000858307
3,N,New_N_004.wav,9-6-3,3,0.26146796240023906,126x3,3x212,9,0.06740704087065719,0.40067885914445406,0.007026500003121328,6,0.2647880597912146,0.21423745355279303,0.003104600000369828,3,0.49199678831691335,0.2022768480413609,0.002458199996908661
4,N,New_N_005.wav,9-6-3,3,0.34665707554739755,126x3,3x212,9,0.06286382685423861,0.3213949463652088,0.006896699997014366,6,0.3033499229933631,0.1936795280947998,0.004145599996263627,3,0.46595851404396826,0.17729343261295538,0.004087699999217875
5,N,New_N_006.wav,9-6-3,3,0.28694377681182465,126x3,3x212,9,0.06732863931743682,0.3498032716452037,0.008259200003521983,6,0.30286877798732964,0.16740660642601357,0.0032301000028382987,3,0.5088288610686768,0.19669099981352392,0.0024005999948712997
6,N,New_N_007.wav,9-6-3,3,0.2870650728829475,126x3,3x212,9,0.08735660652495958,0.39340066709930566,0.009517499995126855,6,0.24084551190299816,0.19189116557615024,0.0031161000006250106,3,0.4443289221436515,0.1419982849779645,0.0025093000003835186
7,N,New_N_008.wav,9-6-3,3,0.2461155156023827,126x3,3x212,9,0.06306051757667851,0.3200896228060006,0.007602199999382719,6,0.2797056234398155,0.20721016038988824,0.0034301000050618313,3,0.5802057124153566,0.18384961094101568,0.002983899998071138
8,N,New_N_009.wav,9-6-3,3,0.3412752467925321,126x3,3x212,9,0.06096309905321858,0.38060048516785855,0.006565399999090005,6,0.2777689419537955,0.21445738080431104,0.0030397000009543262,3,0.49415532010059354,0.14944604823393062,0.002154800000425894
9,N,New_N_010.wav,9-6-3,3,0.3472416063058082,126x3,3x212,9,0.06843742731410647,0.3292550178761163,0.006585600000107661,6,0.22030606537743125,0.18160688876653755,0.0028400000010151416,3,0.5089042415458334,0.182541492138889,0.002077500001178123
10,N,New_N_011.wav,9-6-3,3,0.25901378264333724,126x3,3x212,9,0.06912135874942711,0.3371630472875736,0.006405599997378886,6,0.2506862156227005,0.21354460504440434,0.0024475000027450733,3,0.534288188456377,0.20850066123270675,0.0020547999956761487
11,N,New_N_012.wav,9-6-3,3,0.30114220084911997,126x3,3x212,9,0.0761422340413428,0.3320503461914481,0.005853499998920597,6,0.26537316789857557,0.19880509276561162,0.002864199996110983,3,0.5399546288348185,0.23225251257079338,0.0023795000015525147
