indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,sin_regularizacion,error_final,forma_h,forma_w,segundos
0,SNR_0db,NMF,7,1,0.0,True,0.3026839734767741,7x212,126x7,0.04409629991278052
1,SNR_0db,NMF,7,1,0.0,True,0.29803636314566406,7x212,126x7,0.029908600030466914
2,SNR_0db,NMF,7,1,0.0,True,0.30292421201507896,7x212,126x7,0.025565499905496836
3,SNR_0db,NMF,7,1,0.0,True,0.3048739856868278,7x212,126x7,0.025221000192686915
4,SNR_0db,NMF,7,1,0.0,True,0.3001213272491243,7x212,126x7,0.04815090005286038
5,SNR_0db,NMF,7,1,0.0,True,0.3039843053477419,7x212,126x7,0.02406709990464151
6,SNR_0db,NMF,7,1,0.0,True,0.3053480260563545,7x212,126x7,0.026329200016334653
7,SNR_0db,NMF,7,1,0.0,True,0.30023280636806315,7x212,126x7,0.02901290007866919
8,SNR_0db,NMF,7,1,0.0,True,0.30074253565008274,7x212,126x7,0.02629700000397861
9,SNR_0db,NMF,7,1,0.0,True,0.3010527201134618,7x212,126x7,0.04909650003537536
10,SNR_0db,NMF,7,1,0.0,True,0.30337089827998404,7x212,126x7,0.025176199851557612
11,SNR_0db,NMF,7,1,0.0,True,0.30355082437643954,7x212,126x7,0.02697860007174313
12,SNR_0db,NMF,7,1,0.0,True,0.30200172395345526,7x212,126x7,0.026270100148394704
13,SNR_0db,NMF,7,1,0.0,True,0.3002094650556453,7x212,126x7,0.025769000174477696
14,SNR_0db,NMF,7,1,0.0,True,0.30813159575210924,7x212,126x7,0.0273653999902308
15,SNR_0db,NMF,7,1,0.0,True,0.3062443316271639,7x212,126x7,0.028154199942946434
16,SNR_0db,NMF,7,1,0.0,True,0.30964311317521065,7x212,126x7,0.03036130010150373
17,SNR_0db,NMF,7,1,0.0,True,0.30518568783274846,7x212,126x7,0.027727900072932243
18,SNR_0db,NMF,7,1,0.0,True,0.302797698675005,7x212,126x7,0.03296400001272559
19,SNR_0db,NMF,7,1,0.0,True,0.3025436592036352,7x212,126x7,0.032991499872878194
20,SNR_0db,NMF,7,1,0.0,True,0.2996201397654313,7x212,126x7,0.02754139993339777
21,SNR_0db,NMF,7,1,0.0,True,0.30581286951911796,7x212,126x7,0.027104699984192848
22,SNR_0db,NMF,7,1,0.0,True,0.2990315494865623,7x212,126x7,0.029457699973136187
23,SNR_0db,NMF,7,1,0.0,True,0.30486183195559147,7x212,126x7,0.02639060001820326
24,SNR_0db,NMF,7,1,0.0,True,0.30554628778636844,7x212,126x7,0.03349919989705086
25,SNR_0db,NMF,7,1,0.0,True,0.30401408042222805,7x212,126x7,0.023828799836337566
26,SNR_0db,NMF,7,1,0.0,True,0.30058768483744625,7x212,126x7,0.023954599862918258
27,SNR_0db,NMF,7,1,0.0,True,0.3025299353788354,7x212,126x7,0.025175699964165688
