,N,AS,MR,MS,MVP
N,97.5,0.0,1.0,0.0,1.5
AS,0.0,96.5,3.0,0.0,0.5
MR,3.0,4.5,88.5,3.0,1.0
MS,0.5,0.5,1.5,95.0,2.5
MVP,3.5000000000000004,3.5000000000000004,1.0,1.5,90.5
