,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,1,2
real_AS,0,33,0,5,2
real_MR,0,0,31,6,3
real_MS,1,2,0,37,0
real_MVP,0,3,2,1,34
