,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,1,1
real_AS,0,32,4,4,0
real_MR,2,2,33,2,1
real_MS,4,2,2,31,1
real_MVP,0,2,3,0,35
