clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,37,159,1,3,0.98,0.925,0.99375,0.9736842105263158,0.9593750000000001,40
AS,33,155,5,7,0.94,0.825,0.96875,0.868421052631579,0.896875,40
MR,31,158,2,9,0.945,0.775,0.9875,0.9393939393939394,0.8812500000000001,40
MS,37,147,13,3,0.92,0.925,0.91875,0.74,0.921875,40
MVP,34,153,7,6,0.935,0.85,0.95625,0.8292682926829268,0.903125,40
PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.9650000000000001,0.8701534990469522,0.9125,200
