clase,archivo,origen,tSNE_1,tSNE_2
N,columna_H_000312,columnas_H_final,-23.14552,9.344525
N,columna_H_000966,columnas_H_final,16.182327,-8.370716
N,columna_H_001310,columnas_H_final,44.36797,4.2587996
N,columna_H_001475,columnas_H_final,-25.172173,11.383544
N,columna_H_001583,columnas_H_final,-22.220814,8.79213
N,columna_H_001859,columnas_H_final,4.390679,19.91893
N,columna_H_002480,columnas_H_final,-22.978735,12.438629
N,columna_H_002707,columnas_H_final,7.769102,21.143137
N,columna_H_002882,columnas_H_final,-23.84476,-7.507259
N,columna_H_003241,columnas_H_final,-29.387642,11.565264
N,columna_H_003367,columnas_H_final,26.61872,26.573908
N,columna_H_003376,columnas_H_final,-6.1196537,-1.559182
N,columna_H_003644,columnas_H_final,24.136066,6.678684
N,columna_H_003732,columnas_H_final,-28.302402,1.7242028
N,columna_H_003783,columnas_H_final,-26.352581,14.775855
N,columna_H_003832,columnas_H_final,0.3444596,18.37407
N,columna_H_003851,columnas_H_final,47.362175,-9.204563
N,columna_H_003908,columnas_H_final,-23.411312,-8.802359
N,columna_H_003993,columnas_H_final,-35.09999,2.0853102
N,columna_H_004107,columnas_H_final,22.681772,27.87548
N,columna_H_004130,columnas_H_final,-26.27393,-3.85739
N,columna_H_004517,columnas_H_final,-24.417826,-17.333014
N,columna_H_004868,columnas_H_final,-24.416723,-3.671742
N,columna_H_005025,columnas_H_final,-19.73948,14.689757
N,columna_H_005373,columnas_H_final,-22.314953,9.721278
N,columna_H_005433,columnas_H_final,-22.007654,15.453987
N,columna_H_005517,columnas_H_final,22.190973,27.290998
N,columna_H_005938,columnas_H_final,17.66615,-11.771219
N,columna_H_005942,columnas_H_final,22.724508,26.429546
N,columna_H_006484,columnas_H_final,-12.172774,11.79242
N,columna_H_006549,columnas_H_final,39.79457,7.6455297
N,columna_H_006825,columnas_H_final,33.99206,8.639889
N,columna_H_006865,columnas_H_final,23.380075,28.4375
N,columna_H_007011,columnas_H_final,8.088695,22.843174
N,columna_H_007077,columnas_H_final,22.91777,28.149124
N,columna_H_007106,columnas_H_final,-17.499695,12.647181
N,columna_H_007742,columnas_H_final,8.521771,-16.61716
N,columna_H_008045,columnas_H_final,-49.4935,0.2797878
N,columna_H_008261,columnas_H_final,-49.314625,0.074589945
N,columna_H_008494,columnas_H_final,8.1910925,20.555777
N,columna_H_008542,columnas_H_final,-49.91029,0.6121721
N,columna_H_009127,columnas_H_final,-2.3662581,-8.695581
N,columna_H_009636,columnas_H_final,29.159332,-12.155258
N,columna_H_009640,columnas_H_final,40.866135,1.139106
N,columna_H_009951,columnas_H_final,26.324802,27.408827
N,columna_H_010166,columnas_H_final,-33.17265,2.339973
N,columna_H_010178,columnas_H_final,36.944,9.781711
N,columna_H_010435,columnas_H_final,24.628601,1.8584968
N,columna_H_011125,columnas_H_final,22.68531,11.002785
N,columna_H_011226,columnas_H_final,-32.441475,2.2239704
N,columna_H_011325,columnas_H_final,-39.257484,3.5603926
N,columna_H_011599,columnas_H_final,-30.541765,-3.2880745
N,columna_H_011743,columnas_H_final,-37.375626,2.6690192
N,columna_H_011762,columnas_H_final,14.604645,-6.8143783
N,columna_H_011778,columnas_H_final,-27.455223,15.253659
N,columna_H_011971,columnas_H_final,48.016403,-8.98885
N,columna_H_012250,columnas_H_final,-27.732288,-4.784868
N,columna_H_012491,columnas_H_final,23.345041,1.1004959
N,columna_H_012838,columnas_H_final,-26.255917,16.103155
N,columna_H_012926,columnas_H_final,-20.341255,1.6264949
N,columna_H_013269,columnas_H_final,-38.69205,6.1636834
N,columna_H_013670,columnas_H_final,4.4302487,-10.522385
N,columna_H_013833,columnas_H_final,-21.819263,-0.06635512
N,columna_H_014023,columnas_H_final,-39.460392,5.037152
N,columna_H_014227,columnas_H_final,-40.528667,7.406242
N,columna_H_014435,columnas_H_final,-28.757923,16.083237
N,columna_H_014590,columnas_H_final,-37.38265,8.820348
N,columna_H_014779,columnas_H_final,8.478225,20.927498
N,columna_H_015044,columnas_H_final,-25.67713,16.69292
N,columna_H_015408,columnas_H_final,24.846699,11.821672
N,columna_H_015445,columnas_H_final,-23.301868,16.22236
N,columna_H_015565,columnas_H_final,-25.58847,-4.4589944
N,columna_H_015600,columnas_H_final,-18.576038,14.302458
N,columna_H_015727,columnas_H_final,37.38878,-9.519627
N,columna_H_015729,columnas_H_final,47.65341,-9.010322
N,columna_H_016223,columnas_H_final,-28.147554,15.72223
N,columna_H_016462,columnas_H_final,24.382576,6.7522616
N,columna_H_017070,columnas_H_final,-29.567062,15.429823
N,columna_H_017294,columnas_H_final,-38.602043,8.364855
N,columna_H_017377,columnas_H_final,-36.0461,5.535725
N,columna_H_017412,columnas_H_final,-17.226017,13.9365225
N,columna_H_017443,columnas_H_final,16.44053,23.635908
N,columna_H_017787,columnas_H_final,37.30721,12.266735
N,columna_H_018358,columnas_H_final,-21.378197,14.690258
N,columna_H_018478,columnas_H_final,-17.315285,12.807726
N,columna_H_018489,columnas_H_final,23.978714,3.268109
N,columna_H_018567,columnas_H_final,-29.727804,1.4247223
N,columna_H_018574,columnas_H_final,25.517271,27.877735
N,columna_H_018606,columnas_H_final,-27.474688,-4.263529
N,columna_H_018689,columnas_H_final,-30.569126,1.5822302
N,columna_H_018810,columnas_H_final,2.2706604,18.705835
N,columna_H_018914,columnas_H_final,34.04163,1.3927541
N,columna_H_018996,columnas_H_final,-14.331152,3.380867
N,columna_H_019048,columnas_H_final,-26.35221,17.072632
N,columna_H_019101,columnas_H_final,-30.247816,-3.835933
N,columna_H_019109,columnas_H_final,-32.76401,13.224081
N,columna_H_019145,columnas_H_final,-14.412088,-16.366732
N,columna_H_019484,columnas_H_final,-1.3326831,0.04763218
N,columna_H_019506,columnas_H_final,35.52438,-9.772807
N,columna_H_019658,columnas_H_final,2.9010153,19.233442
N,columna_H_019661,columnas_H_final,-21.669613,-17.52981
N,columna_H_019810,columnas_H_final,20.499786,21.329424
N,columna_H_019938,columnas_H_final,7.4257555,21.974302
N,columna_H_020029,columnas_H_final,3.6983852,6.230069
N,columna_H_020042,columnas_H_final,-21.281847,15.950546
N,columna_H_020202,columnas_H_final,-7.1421723,-11.096615
N,columna_H_021087,columnas_H_final,46.088093,2.907927
N,columna_H_021102,columnas_H_final,-38.945107,3.9922404
N,columna_H_021129,columnas_H_final,4.6161494,4.9564457
N,columna_H_021173,columnas_H_final,-26.171902,15.371157
N,columna_H_021221,columnas_H_final,-27.324228,16.177883
N,columna_H_021330,columnas_H_final,37.343937,3.289526
N,columna_H_021488,columnas_H_final,-29.432365,16.303045
N,columna_H_021491,columnas_H_final,-28.467983,-4.6588492
N,columna_H_021765,columnas_H_final,-6.3030477,-9.891963
N,columna_H_022324,columnas_H_final,-26.832026,16.396318
N,columna_H_023137,columnas_H_final,-30.227907,16.09435
N,columna_H_023201,columnas_H_final,-27.741861,16.688982
N,columna_H_023528,columnas_H_final,-28.758636,14.876894
N,columna_H_023540,columnas_H_final,39.229008,7.7604012
N,columna_H_023617,columnas_H_final,-39.87571,7.452236
N,columna_H_023701,columnas_H_final,-36.579,9.4168415
N,columna_H_023780,columnas_H_final,45.45862,-12.471891
N,columna_H_023974,columnas_H_final,-23.28677,15.405222
N,columna_H_024032,columnas_H_final,-26.936144,17.11804
N,columna_H_024041,columnas_H_final,-40.087917,9.484087
N,columna_H_024176,columnas_H_final,34.769123,7.3939962
N,columna_H_024432,columnas_H_final,-21.404346,1.5532604
N,columna_H_025638,columnas_H_final,40.830254,1.827837
N,columna_H_025857,columnas_H_final,-37.917397,9.216742
N,columna_H_026750,columnas_H_final,31.625736,-3.368959
N,columna_H_026802,columnas_H_final,38.04459,-7.978024
N,columna_H_026839,columnas_H_final,32.923923,3.899669
N,columna_H_026989,columnas_H_final,-40.967056,7.613553
N,columna_H_027056,columnas_H_final,0.98035353,-9.310507
N,columna_H_027311,columnas_H_final,36.76767,-8.243276
N,columna_H_027750,columnas_H_final,-24.979631,16.253387
N,columna_H_027823,columnas_H_final,-14.83748,-19.128202
N,columna_H_028163,columnas_H_final,24.710445,10.044918
N,columna_H_028256,columnas_H_final,-40.2217,8.65071
N,columna_H_028269,columnas_H_final,-38.205986,7.43622
N,columna_H_028416,columnas_H_final,48.151875,-9.620806
N,columna_H_028448,columnas_H_final,25.501987,13.867368
N,columna_H_028771,columnas_H_final,-28.370232,16.644163
N,columna_H_028996,columnas_H_final,-37.77125,8.130592
N,columna_H_028999,columnas_H_final,-36.33478,2.6978927
N,columna_H_029114,columnas_H_final,-39.91012,8.650097
N,columna_H_029152,columnas_H_final,-28.746843,-0.5392609
N,columna_H_029568,columnas_H_final,-10.978719,-11.77774
N,columna_H_029646,columnas_H_final,32.14261,16.695776
N,columna_H_029659,columnas_H_final,-41.56305,8.262566
N,columna_H_029726,columnas_H_final,3.208293,-10.640696
N,columna_H_029745,columnas_H_final,-40.699333,8.936836
N,columna_H_029804,columnas_H_final,27.04163,13.970494
N,columna_H_029970,columnas_H_final,-36.086384,2.1564195
N,columna_H_030426,columnas_H_final,-30.029,-5.6922364
N,columna_H_030524,columnas_H_final,22.51083,-8.620584
N,columna_H_030542,columnas_H_final,-26.163723,4.2333364
N,columna_H_030747,columnas_H_final,46.130074,2.106958
N,columna_H_031199,columnas_H_final,-6.322146,8.769835
N,columna_H_031397,columnas_H_final,-32.159973,13.065955
N,columna_H_031557,columnas_H_final,5.1582894,5.3820944
