clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,36,156,4,4,0.96,0.9,0.975,0.9,0.9375,40
AS,36,150,10,4,0.93,0.9,0.9375,0.782608695652174,0.91875,40
MR,36,150,10,4,0.93,0.9,0.9375,0.782608695652174,0.91875,40
MS,28,154,6,12,0.91,0.7,0.9625,0.8235294117647058,0.83125,40
MVP,26,152,8,14,0.89,0.65,0.95,0.7647058823529411,0.8,40
PROMEDIO_MACRO,162,762,38,38,0.924,0.8100000000000002,0.9525,0.810690537084399,0.88125,200
