,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.0,0.5
AS,0.0,97.0,1.5,0.5,1.0
MR,1.0,2.5,93.5,1.5,1.5
MS,0.0,1.5,1.5,94.5,2.5
MVP,1.5,2.0,2.0,2.0,92.5
