epoca,loss_train,loss_val
1,0.37364148142698567,0.11393901705741882
2,0.14934308180818334,0.09293241798877716
3,0.09882147867526662,0.055023498833179474
4,0.08905632081931751,0.0536375492811203
5,0.05087260487734487,0.03980343043804169
6,0.02906996941677981,0.03564170002937317
7,0.017642413348719282,0.07576470077037811
8,0.023868595588474387,0.0524115227162838
9,0.01809345743909543,0.03766356781125069
10,0.012857093992208416,0.017550984397530556
11,0.0030704870899419825,0.014339344576001167
12,0.006025152580228247,0.026744304224848747
13,0.002916683762535493,0.02074984833598137
14,0.002580460413237293,0.018012501299381256
15,0.031771744801541275,0.05275767669081688
16,0.00741502874701071,0.019422631710767746
17,0.002453125677866889,0.03535996004939079
18,0.009653798779410002,0.007564491126686335
19,0.0026738040771880677,0.004234441556036472
20,0.0010852146227500426,0.03556270897388458
21,0.0008489581363852793,0.02283559739589691
22,0.004503333722870794,0.0381552092730999
23,0.004527597437342329,0.03423532843589783
24,0.0009525321585297625,0.03510837256908417
25,0.0035110566791562116,0.03970840573310852
26,0.012765627635477167,0.01855035126209259
27,0.004158561784658326,0.010202523320913315
28,0.0023951187581641165,0.0031680164393037558
29,0.0010319863336911588,0.0019952934235334396
30,0.00016957022410196405,0.0012969017261639237
