,N,AS,MR,MS,MVP
N,90.5,0.0,1.5,4.5,3.5000000000000004
AS,0.0,83.5,8.0,6.0,2.5
MR,0.0,2.0,83.5,8.5,6.0
MS,2.0,2.5,3.5000000000000004,85.0,7.000000000000001
MVP,5.0,7.5,4.0,6.0,77.5
