distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
16-11,2,KNN,DeepONMF_H2,1,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
16-11,2,KNN,DeepONMF_H2,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
16-11,2,KNN,DeepONMF_H2,3,155,28,12,5,0.915,0.96875,0.7,0.9281437125748503,0.834375
16-11,2,KNN,DeepONMF_H2,4,154,32,8,6,0.93,0.9625,0.8,0.9506172839506173,0.8812500000000001
16-11,2,KNN,DeepONMF_H2,5,158,29,11,2,0.935,0.9875,0.725,0.9349112426035503,0.85625
16-11,2,KNN,DeepONMF_W,1,143,39,1,17,0.91,0.89375,0.975,0.9930555555555556,0.934375
16-11,2,KNN,DeepONMF_W,2,135,33,7,25,0.84,0.84375,0.825,0.9507042253521126,0.834375
16-11,2,KNN,DeepONMF_W,3,134,35,5,26,0.845,0.8375,0.875,0.9640287769784173,0.85625
16-11,2,KNN,DeepONMF_W,4,130,32,8,30,0.81,0.8125,0.8,0.9420289855072463,0.80625
16-11,2,KNN,DeepONMF_W,5,142,35,5,18,0.885,0.8875,0.875,0.9659863945578231,0.88125
16-11,2,SVM,DeepONMF_H2,1,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
16-11,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
16-11,2,SVM,DeepONMF_H2,3,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
16-11,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
16-11,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
16-11,2,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
16-11,2,SVM,DeepONMF_W,2,148,34,6,12,0.91,0.925,0.85,0.961038961038961,0.8875
16-11,2,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
16-11,2,SVM,DeepONMF_W,4,151,38,2,9,0.945,0.94375,0.95,0.9869281045751634,0.9468749999999999
16-11,2,SVM,DeepONMF_W,5,149,35,5,11,0.92,0.93125,0.875,0.9675324675324676,0.903125
16-11,2,UjaNet,DeepONMF_H2,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
16-11,2,UjaNet,DeepONMF_H2,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-11,2,UjaNet,DeepONMF_H2,3,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
16-11,2,UjaNet,DeepONMF_H2,4,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
16-11,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-11,2,UjaNet,DeepONMF_W,1,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
16-11,2,UjaNet,DeepONMF_W,2,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
16-11,2,UjaNet,DeepONMF_W,3,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
16-11,2,UjaNet,DeepONMF_W,4,157,40,0,3,0.985,0.98125,1.0,1.0,0.990625
16-11,2,UjaNet,DeepONMF_W,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
