indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h
0,16-11-8,3,0.2414435458040439,8x212,0.04508079998777248,16,0.0458206773554651,0.36645338885998924,11,0.20348977299551196,0.14221504875184476,8,0.3012197517807883,0.12896559946405564
1,16-11-8,3,0.25371182469379305,8x212,0.04503959999419749,16,0.047096700512151694,0.39258642979671493,11,0.2566388369600247,0.20939252688922796,8,0.3490691746006942,0.20161340974965988
2,16-11-8,3,0.23920226466763056,8x212,0.0586096000042744,16,0.050304785316583986,0.3890006849244597,11,0.19751137361308474,0.18185608280463658,8,0.31999891373686373,0.16165697262159048
3,16-11-8,3,0.24485572566228722,8x212,0.052941500005545095,16,0.04835497665874041,0.3731506946365491,11,0.2451571226789778,0.1701690760078761,8,0.3700769353704621,0.15528526210299826
4,16-11-8,3,0.23768476544888686,8x212,0.037700099986977875,16,0.04610841512120114,0.38027143645094846,11,0.23116188300268242,0.15534635840820082,8,0.304182707668556,0.1317121460224205
5,16-11-8,3,0.2256816324704078,8x212,0.03818529998534359,16,0.04811424498637357,0.38638263547764223,11,0.22851667488151575,0.1875238176339243,8,0.3888502563823614,0.1914423206783913
6,16-11-8,3,0.25893678847817947,8x212,0.03557609999552369,16,0.04716153151963229,0.3757640589142946,11,0.21352272890427562,0.20468679930475375,8,0.3689483482135437,0.1498778215381306
7,16-11-8,3,0.21731718216108087,8x212,0.03660419999505393,16,0.05105466267836843,0.3652138888762891,11,0.1977215601523251,0.1975963235683644,8,0.3241005661101885,0.17477496738787382
8,16-11-8,3,0.2049407488096008,8x212,0.03604880001512356,16,0.042808592932012626,0.3577102802544771,11,0.2102698175635995,0.1981711631295707,8,0.2898658365068283,0.17054789164351883
9,16-11-8,3,0.2595536012762032,8x212,0.04751939998823218,16,0.05339049986884114,0.3741503272164337,11,0.21337422457205024,0.1474209717412932,8,0.34610124494058025,0.14042356313980867
10,16-11-8,3,0.22070153229491163,8x212,0.04711660000612028,16,0.04695648953135544,0.36204629198908084,11,0.2136639984690901,0.1892233392055334,8,0.28959092554132904,0.1595955314635044
11,16-11-8,3,0.2557822712831452,8x212,0.04584219999378547,16,0.0560125442650606,0.35338948048759283,11,0.23464505959634163,0.15968012093289122,8,0.3248602287049987,0.14945038212974085
12,16-11-8,3,0.23132940026507928,8x212,0.053120900003705174,16,0.04786973095064888,0.3356009986990902,11,0.2108174823841936,0.15228275797911675,8,0.2800535287057769,0.136747667821609
13,16-11-8,3,0.24792405763791292,8x212,0.05546730000060052,16,0.05228026243273748,0.4015521399919592,11,0.2016030767348671,0.20423175692886,8,0.3038111663602031,0.14756007793096557
14,16-11-8,3,0.24844193574990336,8x212,0.0555352000228595,16,0.0565016860739132,0.38916295478619684,11,0.21422918730836268,0.22992760392181114,8,0.377987667733832,0.17301988770389437
15,16-11-8,3,0.2173110629631957,8x212,0.05124169998452999,16,0.050111357009044774,0.38673284592202806,11,0.17784245386216996,0.19670810500045252,8,0.3229684090367525,0.16224280464694343
16,16-11-8,3,0.2321562369038281,8x212,0.05228129998431541,16,0.0460343065656867,0.3545752040864133,11,0.2201763290120782,0.18279451017783918,8,0.34592167990312983,0.15104610269258487
17,16-11-8,3,0.21282332626574663,8x212,0.05042200000025332,16,0.04897722980938851,0.367464611170574,11,0.194154169530699,0.23162870608623365,8,0.23109420100412012,0.19895915145521187
18,16-11-8,3,0.23574777565498217,8x212,0.05191440001362935,16,0.05435947970485835,0.3878393982514791,11,0.26061977688685944,0.20659344152626402,8,0.3328900172069752,0.20142575918071876
19,16-11-8,3,0.22692670500399553,8x212,0.048361699999077246,16,0.047939631064270224,0.3932223428513663,11,0.19636767337509078,0.27098943638320105,8,0.28099135752171117,0.26076090356328013
20,16-11-8,3,0.24073841875586163,8x212,0.053425699996296316,16,0.050458644484837424,0.3767355288717012,11,0.24058387292969907,0.13934909835237713,8,0.35204172147534524,0.11442149091385513
21,16-11-8,3,0.22599684953435908,8x212,0.038774500018917024,16,0.05198854721192804,0.338887628323912,11,0.19981146420383736,0.17067103750359094,8,0.34800224686895215,0.1479284490585962
22,16-11-8,3,0.2354069410511171,8x212,0.045180899993283674,16,0.04865738482840408,0.35008008990187106,11,0.23300059735367426,0.17681911937575623,8,0.28369741112375463,0.17178367047181858
23,16-11-8,3,0.24593561387052396,8x212,0.03766110001015477,16,0.05045155119436112,0.3816727208877149,11,0.20698614730054346,0.1835164975560681,8,0.3085950080367213,0.1309116478478619
24,16-11-8,3,0.2375970895401697,8x212,0.053603899985319,16,0.05179629335329325,0.38340290652055603,11,0.2457506545835231,0.2146094122206301,8,0.33957866553320676,0.20947601137188135
25,16-11-8,3,0.2426414484155315,8x212,0.05390630001784302,16,0.05806386141551509,0.3904802071161106,11,0.26919391955592376,0.1961937059635739,8,0.3548512616450675,0.15635775244477526
26,16-11-8,3,0.2486036445180148,8x212,0.053343099978519604,16,0.04283529759719265,0.38645832956984566,11,0.23610849438676568,0.1958457059171159,8,0.3437809220496263,0.17516355464919503
27,16-11-8,3,0.2269916826166012,8x212,0.051750199985690415,16,0.052573742299015354,0.3687860637902018,11,0.24653396923105003,0.17211599554110302,8,0.324515056364085,0.148022403008166
28,16-11-8,3,0.2442993880572651,8x212,0.046595799998613074,16,0.055799724312063134,0.3374371082296964,11,0.2704785668798703,0.17199782627250249,8,0.3358985918295571,0.15369556394249548
29,16-11-8,3,0.26009979858459126,8x212,0.043374700006097555,16,0.05244551999101099,0.3689413491181244,11,0.21563603691711714,0.17810153357931038,8,0.37799981908489955,0.09753611151013065
30,16-11-8,3,0.22593052978523542,8x212,0.05222400001366623,16,0.047999687358458026,0.3965588677619181,11,0.20577964870048046,0.23390111311499914,8,0.2616204453195181,0.20671285280251503
31,16-11-8,3,0.23891103323958113,8x212,0.051467200013576075,16,0.0519481107395211,0.3498752993351498,11,0.24306050625719244,0.16170460038550452,8,0.2815173912726681,0.15786432533455041
32,16-11-8,3,0.21965780219499864,8x212,0.047062500001629815,16,0.0453042049082204,0.3690951717913916,11,0.20759174305771735,0.14211717071453897,8,0.2854756281878845,0.115335259543465
33,16-11-8,3,0.24243428791552718,8x212,0.05114399999729358,16,0.05167253801988862,0.37678778190267814,11,0.25580213197785123,0.1805748351822019,8,0.38354394407773995,0.15751860331821885
34,16-11-8,3,0.2277278442986445,8x212,0.04082300001755357,16,0.045802203439049574,0.3694253170820737,11,0.25306459881540383,0.20208205941532387,8,0.30232941022390514,0.192271722581254
35,16-11-8,3,0.292971540833487,8x212,0.053170999977737665,16,0.04502904344503338,0.34160113391487795,11,0.2151221160541897,0.15389310555556338,8,0.38742369769088497,0.14380217509054866
36,16-11-8,3,0.2387493923192341,8x212,0.05665360001148656,16,0.033181657344413445,0.3470585166832135,11,0.15102244087875705,0.14590952760002426,8,0.32745962029110465,0.10697522085946741
37,16-11-8,3,0.2383298023508754,8x212,0.052643800008809194,16,0.04234246548487205,0.37309027315775084,11,0.19631163285112627,0.141942619976153,8,0.2847305776456082,0.11276782807661408
38,16-11-8,3,0.20971001638219253,8x212,0.039059000002453104,16,0.036998940236326314,0.4004634663416714,11,0.13960444847832443,0.18416311477249817,8,0.234156956866242,0.16402447935222395
39,16-11-8,3,0.23505412475685544,8x212,0.06262799998512492,16,0.033149520717987505,0.38336454096618033,11,0.14956527589337526,0.12668554757812114,8,0.3310962081037137,0.09835454013530934
40,16-11-8,3,0.23124417440638642,8x212,0.03195980002055876,16,0.03602056750043272,0.4298142612606455,11,0.18239404713149796,0.16400786131810025,8,0.29797598662147323,0.12974060260576636
41,16-11-8,3,0.2337978673950513,8x212,0.04094370000530034,16,0.04065390552910837,0.3992204423327134,11,0.23866554919314087,0.13255025527635558,8,0.3589206051913885,0.12043130052453657
42,16-11-8,3,0.21502989253266075,8x212,0.03752440001699142,16,0.04026071905606956,0.4313170366509632,11,0.19972085095536352,0.24654079483063152,8,0.3085011639951631,0.18603304154657424
43,16-11-8,3,0.22913985922186156,8x212,0.03635359997861087,16,0.04149729637394117,0.4300993767929652,11,0.21783487396616727,0.14810374881077767,8,0.3356958040620414,0.12740168974959756
44,16-11-8,3,0.24299370175586885,8x212,0.040005299990298226,16,0.040009775845849,0.3965416088988499,11,0.2097890048675676,0.12888472265019707,8,0.3601408305550932,0.08265030743252319
45,16-11-8,3,0.21372056625761568,8x212,0.03162390002398752,16,0.034190527060146435,0.4608136814262186,11,0.22609570938893123,0.16462376141985338,8,0.32581793228343453,0.1401537774421886
46,16-11-8,3,0.24606601187088067,8x212,0.03880899999057874,16,0.03780035117637685,0.44923655225704473,11,0.22564503504894748,0.19994964012011812,8,0.3566332315747847,0.11467221098929604
47,16-11-8,3,0.2478036012280175,8x212,0.04708059999393299,16,0.0381854672116474,0.38415349024898615,11,0.21021549952900467,0.14240887507807914,8,0.3035959553698402,0.14177110536689883
48,16-11-8,3,0.21522086173623078,8x212,0.043795400008093566,16,0.0366568187415489,0.40900139319708234,11,0.19478604869784164,0.16046018084576572,8,0.30698929123434004,0.12089296041624988
49,16-11-8,3,0.19605329294407534,8x212,0.038262999994913116,16,0.03457906964409749,0.4301554450151047,11,0.17451635574402619,0.17142954877194883,8,0.3532604121250832,0.14196620990285522
50,16-11-8,3,0.2308597516617827,8x212,0.045911100023658946,16,0.040979534851193565,0.3757778060747114,11,0.18817980035184945,0.15564158889955476,8,0.28712666750580806,0.11265939731637653
51,16-11-8,3,0.24654090446158794,8x212,0.04651059999014251,16,0.037942025523862964,0.3857882836300795,11,0.15677364682086534,0.16886296481956856,8,0.2638597517786179,0.14376832421094532
52,16-11-8,3,0.23145075756341452,8x212,0.04477880001650192,16,0.04106564464592639,0.39963305917287684,11,0.1440763624900426,0.16935163405082201,8,0.2797786448626086,0.12710562053723984
53,16-11-8,3,0.2010788170652981,8x212,0.03043929999694228,16,0.036451068079560875,0.44794485257156136,11,0.1668169386606206,0.19294372207476088,8,0.3152657008590344,0.15168720654994025
54,16-11-8,3,0.22620020467245447,8x212,0.03890410001622513,16,0.03722708407240373,0.45873184984951365,11,0.1668811592250952,0.18695479451516442,8,0.35560959735509023,0.18082460728070923
55,16-11-8,3,0.2018958560284892,8x212,0.0356280000123661,16,0.03696396897423852,0.36829697119325056,11,0.18715586156336197,0.14312895296140266,8,0.25713093160623945,0.11524062457335371
56,16-11-8,3,0.2117694084160961,8x212,0.04642729999613948,16,0.041844057200013496,0.39049636190461084,11,0.1941073620465545,0.1611411168648341,8,0.2759967195180892,0.11645430265949704
57,16-11-8,3,0.19830853144255273,8x212,0.04010409998591058,16,0.03731900578427362,0.3816681562846556,11,0.17726930629529164,0.17771517725371536,8,0.214067849460474,0.10625646607724527
58,16-11-8,3,0.26406552401873795,8x212,0.0372415000165347,16,0.035834914788711085,0.38987614503092705,11,0.20001785970813618,0.149229972937299,8,0.31919956393189625,0.13021437411014541
59,16-11-8,3,0.1929670778920203,8x212,0.04110130001208745,16,0.03709418748771337,0.37714147401745185,11,0.14617617077981881,0.15808297440022484,8,0.2262184399154472,0.11981533798252857
60,16-11-8,3,0.24144016472406196,8x212,0.04206739997607656,16,0.04022928472760613,0.40662636849311207,11,0.15195659079175663,0.12300984549805963,8,0.22316605548493565,0.09866161115167395
61,16-11-8,3,0.23575386719670047,8x212,0.05107809999026358,16,0.03878603588795928,0.38563747868191817,11,0.17674002172422906,0.14518967195380153,8,0.348030278834071,0.13584978297711386
62,16-11-8,3,0.2317590865510407,8x212,0.04915540001820773,16,0.03494756398895814,0.41346091908460836,11,0.17889320798990888,0.19566328405818922,8,0.28400939235216577,0.17066248176615195
63,16-11-8,3,0.24813888121924366,8x212,0.03905910000321455,16,0.03632681210203788,0.4259706465855416,11,0.17946999744630335,0.19617905530988677,8,0.3152167056474268,0.12731572004937297
64,16-11-8,3,0.25131918052608543,8x212,0.03315479998127557,16,0.0344665707222732,0.41863700520281255,11,0.19838565463813757,0.17175169334126816,8,0.32920659535974023,0.1168169395353101
65,16-11-8,3,0.23692101022014259,8x212,0.03809330001240596,16,0.03381582799568092,0.40169366387951677,11,0.1936723088026957,0.18277155103643786,8,0.2694418526657066,0.13693034801703297
66,16-11-8,3,0.23672754649955424,8x212,0.04614640001091175,16,0.03494299393972346,0.4142250104361249,11,0.22054641608100195,0.18923125166858706,8,0.29086892519054003,0.1847997230287223
67,16-11-8,3,0.2211409885350251,8x212,0.046764800004893914,16,0.04159251480919962,0.39414849617331205,11,0.2190076660042893,0.1731360765410884,8,0.3620267668339885,0.14007999149936032
68,16-11-8,3,0.23357365517843562,8x212,0.03552629999467172,16,0.04755667023503073,0.3744052104114527,11,0.2458766839514204,0.1472238893074311,8,0.2998018336624526,0.11140169460523094
69,16-11-8,3,0.23527322700462422,8x212,0.04740880001918413,16,0.045970858932457,0.43897329516029515,11,0.21518438119876887,0.2050021737793162,8,0.3325383322380514,0.17889106772193347
70,16-11-8,3,0.21764128796828447,8x212,0.03565160001744516,16,0.04127882276726388,0.3839119163467943,11,0.15727653955199314,0.19143187215827942,8,0.25476049191771044,0.17458643534770735
71,16-11-8,3,0.2766654211286619,8x212,0.04672980000032112,16,0.04050718387551762,0.40253668881174354,11,0.241736032512533,0.1440333075288035,8,0.35436438786775615,0.13874967512880354
72,16-11-8,3,0.22102481707848276,8x212,0.037399499997263774,16,0.0444524934018532,0.3913252707662091,11,0.2157678432589282,0.15454671310701312,8,0.2473878752826641,0.12861244221897986
73,16-11-8,3,0.22656264153242472,8x212,0.031733799987705424,16,0.04764448802636197,0.37611894593952094,11,0.21974243931750967,0.20846639388887195,8,0.27589746720912744,0.18059796496290526
74,16-11-8,3,0.22585870627503943,8x212,0.037088299985043705,16,0.04587411382534606,0.3652201938060172,11,0.21480104550632775,0.19145740045692888,8,0.20238758488982211,0.1491417608389724
75,16-11-8,3,0.23915359362402505,8x212,0.043820599996251985,16,0.047543008182733146,0.344552267617409,11,0.20698731536274323,0.14229959084315918,8,0.334348202750795,0.10103741415185812
76,16-11-8,3,0.24537580412489007,8x212,0.04444250001688488,16,0.04854550852897909,0.4359839161899083,11,0.21353919590081757,0.20357039938628,8,0.3523610882927028,0.17741294244090117
77,16-11-8,3,0.2593941595968016,8x212,0.039878200012026355,16,0.048118579417544716,0.40795295886340505,11,0.21963000326358742,0.16402674769066886,8,0.35456546328971195,0.17360601462001954
78,16-11-8,3,0.2738442949186017,8x212,0.036147400009213015,16,0.04615843867937414,0.39095716407849335,11,0.20176285505232605,0.12817297388021875,8,0.37549085245297437,0.09592314009786028
79,16-11-8,3,0.23729426206910642,8x212,0.03341329999966547,16,0.04085429838184631,0.3746374037626209,11,0.22757519223225361,0.1509813384024896,8,0.29820071725792185,0.11390995931367771
80,16-11-8,3,0.21722167854621147,8x212,0.04049270000541583,16,0.04103293039995278,0.39551900236399823,11,0.16308526991190941,0.18786423665811508,8,0.23179779767997194,0.1385707215475575
81,16-11-8,3,0.19657698039376428,8x212,0.04534280000370927,16,0.05040136661841375,0.39983487045432664,11,0.18098202658346885,0.17353996842865807,8,0.20146822931495462,0.12284023766978613
82,16-11-8,3,0.26024353078551293,8x212,0.04674360001808964,16,0.04846617433027381,0.3766504665992288,11,0.22488868824305835,0.20778833045334602,8,0.40204882019728727,0.14238830586307455
83,16-11-8,3,0.23190288256074773,8x212,0.05111590001615696,16,0.04446398075625899,0.40891766811974756,11,0.19538114599137482,0.1995393238469653,8,0.31999859286690135,0.16321336814966284
84,16-11-8,3,0.23001211258115212,8x212,0.04727650000131689,16,0.04201552026191814,0.39716659420957456,11,0.1881471046103962,0.18102532307522384,8,0.3724903893975032,0.11695112350676129
85,16-11-8,3,0.22736280812438067,8x212,0.03226909998920746,16,0.03777439863405798,0.3399905920512758,11,0.2440211910313794,0.1667633456178351,8,0.2988645897685085,0.1383528114703356
86,16-11-8,3,0.21671390142540747,8x212,0.04282999999122694,16,0.040149788108962796,0.4265122100119027,11,0.222331958047395,0.17489055680816276,8,0.33574074658094777,0.1401315622521852
87,16-11-8,3,0.20331763531870567,8x212,0.04475209998781793,16,0.05065469793997785,0.40643146495685556,11,0.2014143183613941,0.18778474594986289,8,0.30301717931050576,0.15944355462737972
88,16-11-8,3,0.22965492490248182,8x212,0.033729299990227446,16,0.04952241015178634,0.40800925638905255,11,0.20340353865112604,0.13672218002971098,8,0.33999232320033657,0.11528017452879132
89,16-11-8,3,0.21851148691612143,8x212,0.03849090001313016,16,0.051200016027896575,0.3510567106159232,11,0.22091678016752261,0.16948054483305966,8,0.3000284625494806,0.14711640825206823
90,16-11-8,3,0.25754455475145366,8x212,0.036258800013456494,16,0.0445783992254128,0.40042341772767287,11,0.23521882729299573,0.16783034105326336,8,0.3395754853722242,0.12148979770921683
91,16-11-8,3,0.23978178913592338,8x212,0.0412627000187058,16,0.048476607586614415,0.36496389672156204,11,0.1889109843353372,0.14912408274560637,8,0.362735700047355,0.12455333019792504
92,16-11-8,3,0.19423057365898538,8x212,0.04974299998139031,16,0.04622845577677501,0.4034386922766513,11,0.1780788908360676,0.16880300634871723,8,0.3075913792082264,0.1464138033717099
93,16-11-8,3,0.24003599520850136,8x212,0.04276449998724274,16,0.046122867632473745,0.38872384214474376,11,0.18626383183632667,0.16559902411326638,8,0.23658700185562936,0.12550398723451467
