clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,145,15,2,0.915,0.95,0.90625,0.7169811320754716,0.928125,40
AS,20,150,10,20,0.85,0.5,0.9375,0.6666666666666666,0.71875,40
MR,31,154,6,9,0.925,0.775,0.9625,0.8378378378378378,0.86875,40
MS,30,136,24,10,0.83,0.75,0.85,0.5555555555555556,0.8,40
MVP,21,155,5,19,0.88,0.525,0.96875,0.8076923076923077,0.746875,40
PROMEDIO_MACRO,140,740,60,60,0.8800000000000001,0.7,0.925,0.7169466999655679,0.8125,200
