distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
17-13-3,3,KNN,DeepONMF_H3,1,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
17-13-3,3,KNN,DeepONMF_H3,2,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
17-13-3,3,KNN,DeepONMF_H3,3,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
17-13-3,3,KNN,DeepONMF_H3,4,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
17-13-3,3,KNN,DeepONMF_H3,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
17-13-3,3,KNN,DeepONMF_W,1,149,34,6,11,0.915,0.93125,0.85,0.9612903225806452,0.890625
17-13-3,3,KNN,DeepONMF_W,2,145,28,12,15,0.865,0.90625,0.7,0.9235668789808917,0.803125
17-13-3,3,KNN,DeepONMF_W,3,150,35,5,10,0.925,0.9375,0.875,0.967741935483871,0.90625
17-13-3,3,KNN,DeepONMF_W,4,147,34,6,13,0.905,0.91875,0.85,0.9607843137254902,0.8843749999999999
17-13-3,3,KNN,DeepONMF_W,5,149,34,6,11,0.915,0.93125,0.85,0.9612903225806452,0.890625
17-13-3,3,SVM,DeepONMF_H3,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
17-13-3,3,SVM,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
17-13-3,3,SVM,DeepONMF_H3,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
17-13-3,3,SVM,DeepONMF_H3,4,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
17-13-3,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
17-13-3,3,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
17-13-3,3,SVM,DeepONMF_W,2,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
17-13-3,3,SVM,DeepONMF_W,3,150,37,3,10,0.935,0.9375,0.925,0.9803921568627451,0.93125
17-13-3,3,SVM,DeepONMF_W,4,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
17-13-3,3,SVM,DeepONMF_W,5,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
17-13-3,3,UjaNet,DeepONMF_H3,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
17-13-3,3,UjaNet,DeepONMF_H3,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
17-13-3,3,UjaNet,DeepONMF_H3,3,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
17-13-3,3,UjaNet,DeepONMF_H3,4,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
17-13-3,3,UjaNet,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
17-13-3,3,UjaNet,DeepONMF_W,1,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
17-13-3,3,UjaNet,DeepONMF_W,2,160,36,4,0,0.98,1.0,0.9,0.975609756097561,0.95
17-13-3,3,UjaNet,DeepONMF_W,3,153,36,4,7,0.945,0.95625,0.9,0.9745222929936306,0.9281250000000001
17-13-3,3,UjaNet,DeepONMF_W,4,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
17-13-3,3,UjaNet,DeepONMF_W,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
