,N,AS,MR,MS,MVP
N,78.5,0.5,17.0,0.0,4.0
AS,0.0,70.5,27.0,0.0,2.5
MR,0.0,1.5,88.5,2.0,8.0
MS,0.0,2.0,22.0,67.0,9.0
MVP,10.5,6.0,16.5,3.5000000000000004,63.5
