,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,34,0,1,1,4
real_AS,0,38,0,1,1
real_MR,0,6,29,5,0
real_MS,9,22,1,7,1
real_MVP,7,6,2,4,21
