,N,AS,MR,MS,MVP
N,86.5,0.0,9.5,0.0,4.0
AS,0.0,81.0,14.499999999999998,0.5,4.0
MR,1.0,2.5,83.5,2.0,11.0
MS,0.0,1.0,24.5,64.0,10.5
MVP,11.0,6.0,14.499999999999998,2.0,66.5
