,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,40,0,0,0,0
real_AS,0,36,2,2,0
real_MR,0,1,35,4,0
real_MS,3,2,2,31,2
real_MVP,0,4,1,4,31
