distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
12-5,2,KNN,DeepONMF_H2,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
12-5,2,KNN,DeepONMF_H2,2,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
12-5,2,KNN,DeepONMF_H2,3,155,34,6,5,0.945,0.96875,0.85,0.9627329192546584,0.909375
12-5,2,KNN,DeepONMF_H2,4,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
12-5,2,KNN,DeepONMF_H2,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
12-5,2,KNN,DeepONMF_W,1,149,36,4,11,0.925,0.93125,0.9,0.9738562091503268,0.915625
12-5,2,KNN,DeepONMF_W,2,144,31,9,16,0.875,0.9,0.775,0.9411764705882353,0.8375
12-5,2,KNN,DeepONMF_W,3,143,33,7,17,0.88,0.89375,0.825,0.9533333333333334,0.859375
12-5,2,KNN,DeepONMF_W,4,145,34,6,15,0.895,0.90625,0.85,0.9602649006622517,0.878125
12-5,2,KNN,DeepONMF_W,5,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
12-5,2,SVM,DeepONMF_H2,1,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
12-5,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
12-5,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
12-5,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
12-5,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
12-5,2,SVM,DeepONMF_W,1,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
12-5,2,SVM,DeepONMF_W,2,145,37,3,15,0.91,0.90625,0.925,0.9797297297297297,0.915625
12-5,2,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
12-5,2,SVM,DeepONMF_W,4,151,38,2,9,0.945,0.94375,0.95,0.9869281045751634,0.9468749999999999
12-5,2,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
12-5,2,UjaNet,DeepONMF_H2,1,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
12-5,2,UjaNet,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
12-5,2,UjaNet,DeepONMF_H2,3,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
12-5,2,UjaNet,DeepONMF_H2,4,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
12-5,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
12-5,2,UjaNet,DeepONMF_W,1,152,38,2,8,0.95,0.95,0.95,0.987012987012987,0.95
12-5,2,UjaNet,DeepONMF_W,2,152,38,2,8,0.95,0.95,0.95,0.987012987012987,0.95
12-5,2,UjaNet,DeepONMF_W,3,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
12-5,2,UjaNet,DeepONMF_W,4,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
12-5,2,UjaNet,DeepONMF_W,5,158,33,7,2,0.955,0.9875,0.825,0.9575757575757575,0.90625
