,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,2,0,0
real_AS,0,36,4,0,0
real_MR,0,2,32,1,5
real_MS,0,1,7,31,1
real_MVP,1,2,9,0,28
