distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
7-6-3,3,KNN,DeepONMF_H3,1,158,33,7,2,0.955,0.9875,0.825,0.9575757575757575,0.90625
7-6-3,3,KNN,DeepONMF_H3,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
7-6-3,3,KNN,DeepONMF_H3,3,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
7-6-3,3,KNN,DeepONMF_H3,4,157,33,7,3,0.95,0.98125,0.825,0.9573170731707317,0.903125
7-6-3,3,KNN,DeepONMF_H3,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
7-6-3,3,KNN,DeepONMF_W,1,149,31,9,11,0.9,0.93125,0.775,0.9430379746835443,0.853125
7-6-3,3,KNN,DeepONMF_W,2,149,30,10,11,0.895,0.93125,0.75,0.9371069182389937,0.840625
7-6-3,3,KNN,DeepONMF_W,3,154,30,10,6,0.92,0.9625,0.75,0.9390243902439024,0.85625
7-6-3,3,KNN,DeepONMF_W,4,147,30,10,13,0.885,0.91875,0.75,0.9363057324840764,0.834375
7-6-3,3,KNN,DeepONMF_W,5,150,35,5,10,0.925,0.9375,0.875,0.967741935483871,0.90625
7-6-3,3,SVM,DeepONMF_H3,1,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
7-6-3,3,SVM,DeepONMF_H3,2,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
7-6-3,3,SVM,DeepONMF_H3,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
7-6-3,3,SVM,DeepONMF_H3,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
7-6-3,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
7-6-3,3,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
7-6-3,3,SVM,DeepONMF_W,2,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
7-6-3,3,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
7-6-3,3,SVM,DeepONMF_W,4,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
7-6-3,3,SVM,DeepONMF_W,5,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
7-6-3,3,UjaNet,DeepONMF_H3,1,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
7-6-3,3,UjaNet,DeepONMF_H3,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
7-6-3,3,UjaNet,DeepONMF_H3,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
7-6-3,3,UjaNet,DeepONMF_H3,4,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
7-6-3,3,UjaNet,DeepONMF_H3,5,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
7-6-3,3,UjaNet,DeepONMF_W,1,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
7-6-3,3,UjaNet,DeepONMF_W,2,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
7-6-3,3,UjaNet,DeepONMF_W,3,156,32,8,4,0.94,0.975,0.8,0.9512195121951219,0.8875
7-6-3,3,UjaNet,DeepONMF_W,4,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
7-6-3,3,UjaNet,DeepONMF_W,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
