base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
SNR_0db,DeepONMF_H4,1,PROMEDIO_MACRO,1,16,4,4,0.68,0.2,0.8,0.04,0.5,5
SNR_0db,DeepONMF_H4,2,PROMEDIO_MACRO,1,16,4,4,0.68,0.2,0.8,0.04,0.5,5
