,N,AS,MR,MS,MVP
N,96.5,0.0,0.0,0.0,3.5000000000000004
AS,0.0,96.5,2.0,0.5,1.0
MR,2.0,9.0,85.5,2.0,1.5
MS,0.0,0.5,0.5,94.5,4.5
MVP,3.0,3.5000000000000004,4.0,1.5,88.0
