,N,AS,MR,MS,MVP
N,97.0,0.0,0.0,1.0,2.0
AS,0.5,95.0,3.0,0.5,1.0
MR,2.5,5.5,87.0,4.0,1.0
MS,0.5,0.0,1.0,94.0,4.5
MVP,4.0,2.0,2.0,1.0,91.0
