indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,error_final,forma_h,forma_w,segundos
0,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38410968692838704,6x212,126x6,0.026681599905714393
1,SNR_0db,ONMF,8-7-7-6,4,0.05,0.37965855505349755,6x212,126x6,0.026090599945746362
2,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38460228051177875,6x212,126x6,0.02686920005362481
3,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3859871598920382,6x212,126x6,0.02480070001911372
4,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38124152796754474,6x212,126x6,0.026998499990440905
5,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38640438958220497,6x212,126x6,0.02702299994416535
6,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38531855002205045,6x212,126x6,0.02394430001731962
7,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3821386400073785,6x212,126x6,0.022380299982614815
8,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38170731428694205,6x212,126x6,0.022269600071012974
9,SNR_0db,ONMF,8-7-7-6,4,0.05,0.382767004197318,6x212,126x6,0.021860700100660324
10,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38511577140392983,6x212,126x6,0.022175600053742528
11,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3837632192912876,6x212,126x6,0.022592100081965327
12,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3830608923971277,6x212,126x6,0.021767099970020354
13,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38129547623844245,6x212,126x6,0.02235000010114163
14,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38795344363913176,6x212,126x6,0.022822999977506697
15,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3859923471462923,6x212,126x6,0.022410299978218973
16,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3890754202442863,6x212,126x6,0.022818899946287274
17,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38677292774991123,6x212,126x6,0.023451699991710484
18,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3836368320391022,6x212,126x6,0.02183740003965795
19,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3849166611319827,6x212,126x6,0.025232500047422945
20,SNR_0db,ONMF,8-7-7-6,4,0.05,0.381588666487643,6x212,126x6,0.02214859996456653
21,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3862599436627461,6x212,126x6,0.02232210000511259
22,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3818451129305203,6x212,126x6,0.02365820005070418
23,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3848036284171957,6x212,126x6,0.022785999928601086
24,SNR_0db,ONMF,8-7-7-6,4,0.05,0.386195378791136,6x212,126x6,0.025424999999813735
25,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3843328824303387,6x212,126x6,0.023430699948221445
26,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38181040722808035,6x212,126x6,0.022594799986109138
27,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3855119431314977,6x212,126x6,0.02330409991554916
28,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3888386812919114,6x212,126x6,0.022552600014023483
29,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38328268183936903,6x212,126x6,0.023647399968467653
30,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38634319593155086,6x212,126x6,0.02302259998396039
31,SNR_0db,ONMF,8-7-7-6,4,0.05,0.383402895545979,6x212,126x6,0.022614500019699335
32,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38476772519649616,6x212,126x6,0.02398119994904846
33,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3836437750247564,6x212,126x6,0.02239729999564588
34,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38381159567210044,6x212,126x6,0.026058899937197566
35,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38340134398011416,6x212,126x6,0.02399300003889948
36,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3240949622068847,6x212,126x6,0.02468949998728931
37,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38372404821604406,6x212,126x6,0.022737400024197996
38,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3879102806573176,6x212,126x6,0.02266559994313866
39,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3847425484154021,6x212,126x6,0.023636500001884997
40,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38306324037533407,6x212,126x6,0.021837800042703748
41,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38630097240113986,6x212,126x6,0.02227449999190867
42,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3789513053679677,6x212,126x6,0.023839400033466518
43,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38258680478422563,6x212,126x6,0.022216300014406443
44,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3814288882899806,6x212,126x6,0.02269820007495582
45,SNR_0db,ONMF,8-7-7-6,4,0.05,0.376536367537081,6x212,126x6,0.023169100051745772
46,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3787603250440198,6x212,126x6,0.021779799950309098
47,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3790783823709606,6x212,126x6,0.023248099954798818
48,SNR_0db,ONMF,8-7-7-6,4,0.05,0.38275729235241635,6x212,126x6,0.02207870001439005
49,SNR_0db,ONMF,8-7-7-6,4,0.05,0.3826624213751935,6x212,126x6,0.02247590001206845
50,SNR_0db,ONMF,8-7-7-6,4,0.05,0.37849556505166315,6x212,126x6,0.025485399994067848
