,N,AS,MR,MS,MVP
N,96.5,0.0,0.5,0.0,3.0
AS,0.5,94.0,4.0,0.5,1.0
MR,0.5,4.0,91.5,2.5,1.5
MS,0.0,2.0,0.0,95.5,2.5
MVP,5.0,2.0,4.5,1.0,87.5
