,N,AS,MR,MS,MVP
N,98.5,0.0,0.5,0.5,0.5
AS,0.0,95.5,3.0,0.0,1.5
MR,1.5,2.0,94.0,2.0,0.5
MS,0.5,0.5,0.5,95.0,3.5000000000000004
MVP,2.5,2.5,0.0,2.5,92.5
