indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,N,New_N_001.wav,7-5-4-3,4,0.4580732869088524,126x3,3x212,7,0.09322156879747431,0.34430199333738304,0.008527300000423566,5,0.2468994071792356,0.1846257384517004,0.002674499999557156,4,0.2792376044795343,0.17184380141785258,0.002348000001802575,3,0.5012736008506368,0.1130107233866322,0.0023024999973131344
1,N,New_N_002.wav,7-5-4-3,4,0.3157756532968122,126x3,3x212,7,0.07793272435234269,0.27996871882912727,0.008044100002734922,5,0.2350894252009628,0.20419851667843547,0.0029882999951951206,4,0.1497756672896024,0.1736174698169142,0.0023855000035837293,3,0.46106546676239807,0.18506661281793776,0.002331600000616163
2,N,New_N_003.wav,7-5-4-3,4,0.4167526092664402,126x3,3x212,7,0.08328075441493622,0.3413557546407408,0.00751539999328088,5,0.2040202453620057,0.11860106976157199,0.002832899997883942,4,0.24563545177911292,0.1056800425760039,0.002355700002226513,3,0.3024117938588663,0.08891571341230832,0.0023031000018818304
3,N,New_N_004.wav,7-5-4-3,4,0.407613119007973,126x3,3x212,7,0.08207547266146947,0.25861826189422626,0.007329900006880052,5,0.18651936559229432,0.08759463973715424,0.0026663999960874207,4,0.3213213724085797,0.06454257088385927,0.0023591999997734092,3,0.37016977420887415,0.06596975832638292,0.0023260999951162376
4,N,New_N_005.wav,7-5-4-3,4,0.29737534590392,126x3,3x212,7,0.0777874112540642,0.29090762494541456,0.009146500000497326,5,0.3033708829505888,0.24097570320690737,0.0026404000018374063,4,0.1634331193501471,0.20794208558711172,0.0023308999952860177,3,0.3521152782354456,0.19931586947472668,0.0022952999934204854
5,N,New_N_006.wav,7-5-4-3,4,0.4077767569569336,126x3,3x212,7,0.08123038088349642,0.24002460749573387,0.007914999994682148,5,0.21290086503792494,0.14434584424452143,0.003929699996660929,4,0.2453865516387464,0.11963568678041368,0.0035127000010106713,3,0.31453455541899383,0.11254481755709617,0.0027560000016819686
6,N,New_N_007.wav,7-5-4-3,4,0.321570259306604,126x3,3x212,7,0.08496586479951457,0.32640367760238126,0.008113099996990059,5,0.286175361117593,0.17039905876463873,0.0030585999993490987,4,0.3324432522642805,0.15902933979981207,0.0023490999956266023,3,0.39413920572756017,0.14300821395556038,0.002736700000241399
7,N,New_N_008.wav,7-5-4-3,4,0.2813285922460195,126x3,3x212,7,0.06952147808170814,0.4435784340137348,0.00722910000331467,5,0.23340471110329888,0.26885074533086356,0.002434099995298311,4,0.26011915127038043,0.2400195390793346,0.0021164999998291023,3,0.38539024411327044,0.24334590391158628,0.0020791999995708466
8,N,New_N_009.wav,7-5-4-3,4,0.39013580281596416,126x3,3x212,7,0.07343243594282868,0.34912658344247405,0.008336400002008304,5,0.22130713215365003,0.22736599413116151,0.002687500003958121,4,0.25989874169316457,0.22595003219363638,0.00204200000007404,3,0.36290998034156535,0.230045865692323,0.001990299999306444
9,N,New_N_010.wav,7-5-4-3,4,0.35949114852278646,126x3,3x212,7,0.0765654405012532,0.36220193823173774,0.006720500001392793,5,0.2699397193650662,0.30557718716673365,0.0036381000027176924,4,0.2550993807964187,0.29561232409881677,0.0020117999956710264,3,0.29855353546898855,0.27086469028394883,0.00196979999600444
10,N,New_N_011.wav,7-5-4-3,4,0.29419046917780484,126x3,3x212,7,0.09732087620259534,0.31558987488844137,0.007526499997766223,5,0.2769598956276552,0.22865307590360956,0.0036021000050823204,4,0.318490219452405,0.2268763761385573,0.0020648999998229556,3,0.3362957057312015,0.2001592779248705,0.0020107999953324907
11,N,New_N_012.wav,7-5-4-3,4,0.3541617920547187,126x3,3x212,7,0.08327358374217174,0.3052864498180203,0.00741579999885289,5,0.3388070770118806,0.22209417706690618,0.002503100004105363,4,0.28295240598951293,0.21771100824197986,0.001981199995498173,3,0.31472813992918414,0.22625785356844796,0.001968900003703311
12,N,New_N_013.wav,7-5-4-3,4,0.3446618305881019,126x3,3x212,7,0.08355910588576128,0.31468256164741387,0.006402500002877787,5,0.26655441405255037,0.18520856157674964,0.0022828999935882166,4,0.32543291382260875,0.16452718815335085,0.002011500000662636,3,0.3619036674417682,0.15380132042178543,0.001995099999476224
13,N,New_N_014.wav,7-5-4-3,4,0.45045247440048364,126x3,3x212,7,0.0758268379027054,0.2549557935637862,0.0072465999983251095,5,0.2618553289978323,0.09666981304203136,0.0024217999962274916,4,0.2529930262707364,0.07360933495979043,0.0021137000003363937,3,0.3082655126142239,0.06763867883226327,0.002036099998804275
