,N,AS,MR,MS,MVP
N,97.0,0.0,0.5,1.0,1.5
AS,0.0,95.0,3.5000000000000004,1.0,0.5
MR,2.5,5.5,89.5,2.0,0.5
MS,0.0,1.5,1.0,95.0,2.5
MVP,2.5,2.0,4.0,2.0,89.5
