distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
18-14-9-5,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.7550000000000001,0.93875,0.8099167449204959,0.846875,200
18-14-9-5,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,158,758,42,42,0.916,0.79,0.9475,0.807988284156699,0.86875,200
18-14-9-5,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,149,749,51,51,0.898,0.7449999999999999,0.93625,0.7595108812755871,0.840625,200
18-14-9-5,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,163,763,37,37,0.9259999999999999,0.8150000000000001,0.95375,0.8283417483417483,0.884375,200
18-14-9-5,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,148,748,52,52,0.8960000000000001,0.74,0.9350000000000002,0.7898639777548446,0.8375,200
18-14-9-5,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,131,731,69,69,0.8619999999999999,0.655,0.9137500000000001,0.6726580259222332,0.784375,200
18-14-9-5,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,125,725,75,75,0.85,0.625,0.90625,0.6378060396794649,0.765625,200
18-14-9-5,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,132,732,68,68,0.8640000000000001,0.66,0.915,0.692666971916972,0.7875,200
18-14-9-5,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,126,726,74,74,0.852,0.63,0.9075,0.642564897413024,0.7687499999999999,200
18-14-9-5,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,132,732,68,68,0.8640000000000001,0.6599999999999999,0.9149999999999998,0.6842293906810036,0.7875,200
18-14-9-5,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.887629329734593,0.921875,200
18-14-9-5,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9724999999999999,0.8925106601829824,0.93125,200
18-14-9-5,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,172,772,28,28,0.944,0.8600000000000001,0.9650000000000001,0.8616131237183868,0.9125,200
18-14-9-5,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,174,774,26,26,0.9479999999999998,0.8699999999999999,0.9675,0.8710940229361281,0.91875,200
18-14-9-5,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9046958906533377,0.9375,200
18-14-9-5,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7675563435776203,0.84375,200
18-14-9-5,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,148,748,52,52,0.8960000000000001,0.74,0.9349999999999999,0.7426898206090946,0.8375,200
18-14-9-5,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,144,744,56,56,0.8879999999999999,0.72,0.9299999999999999,0.7285317059078434,0.825,200
18-14-9-5,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7212418433471065,0.828125,200
18-14-9-5,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,144,744,56,56,0.8880000000000001,0.72,0.93,0.7406623931623931,0.825,200
18-14-9-5,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.9550000000000001,0.9887500000000001,0.9563653220264261,0.971875,200
18-14-9-5,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,186,786,14,14,0.9720000000000001,0.93,0.9825000000000002,0.9308939938236591,0.95625,200
18-14-9-5,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,179,779,21,21,0.9579999999999999,0.8949999999999999,0.9737500000000001,0.9031070605489211,0.934375,200
18-14-9-5,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9000000000000001,0.975,0.9010941989119139,0.9375,200
18-14-9-5,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9302923976608188,0.953125,200
18-14-9-5,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8419385337224995,0.903125,200
18-14-9-5,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,174,774,26,26,0.9479999999999998,0.8699999999999999,0.9675,0.8777934975807249,0.91875,200
18-14-9-5,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,159,759,41,41,0.9179999999999999,0.7949999999999999,0.9487500000000001,0.815293501048218,0.871875,200
18-14-9-5,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,164,764,36,36,0.9279999999999999,0.82,0.9550000000000001,0.8261816931576733,0.8875,200
18-14-9-5,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,167,767,33,33,0.9339999999999999,0.835,0.95875,0.8479489779996878,0.896875,200
