,N,AS,MR,MS,MVP
N,90.5,0.0,1.5,3.5000000000000004,4.5
AS,0.5,88.5,3.5000000000000004,4.5,3.0
MR,2.0,7.000000000000001,82.0,7.000000000000001,2.0
MS,2.5,3.0,8.5,77.5,8.5
MVP,3.5000000000000004,7.5,8.5,5.5,75.0
